"","message","sender","receiver","m","spec","comp"
"172",26,4,19,43.75,0.0740819272428767,0.0514109775696213
"173",26,4,22,33.6666666666667,0.074100833883955,0.0305471914841667
"174",26,4,28,46.3333333333333,0.0740937191840235,0.234613102485155
"175",26,4,38,13.5454545454545,0.0740885267517364,0.265431115210726
"176",26,4,46,40.2777777777778,0.0740941539895069,0.1022398006617
"177",26,4,47,57,0.0740865057692744,-0.0659926003863059
"178",26,8,5,9.71428571428571,0.0740879524632843,-0.464366380163524
"179",26,8,16,71.9,0.0740856506244259,-0.00803290028382659
"180",26,8,18,22.1818181818182,0.0741158728932718,-0.136636049429534
"181",26,8,21,45,0.0740975601027828,0.0545413984581584
"182",26,8,48,7.9,0.0740922487359901,-0.0155817353965115
"183",26,8,49,10.2727272727273,0.0740883349112831,-0.258730993839672
"184",26,8,50,20.8461538461538,0.0740919284265443,0.079431229937045
"185",27,25,13,50.875,0.073853438605261,-0.486901998658115
"186",27,25,14,57,0.0740917591894005,0.187435015470171
"187",27,25,27,56,-0.183396726917013,0.102700407549932
"188",27,25,32,69.7857142857143,0.0740829289229267,-0.0221240591608385
"189",27,25,41,30.1,0.0739476163222375,0.00528205068894312
"190",27,25,45,14.4,0.0740845391333881,0.127018745297123
"191",28,14,9,13.1428571428571,0.0740976464063286,0.330780143966447
"192",28,14,11,43.4285714285714,0.0740817614578748,-0.0216719820297963
"193",28,14,26,73.3125,0.0740829794063913,-0.247454654835187
"194",28,14,30,29.5,0.0740768913898799,-0.453960076392365
"195",28,14,34,17.3076923076923,0.0740600887470554,-0.522556383710119
"196",28,14,40,9.23076923076923,0.074110776052436,0.395891192496582
"197",28,14,44,13.1818181818182,0.0740809241490925,-0.132601474278912
"198",29,8,5,65.5454545454545,0.0740948509933819,0.535884126417395
"199",29,8,16,65.4666666666667,-1.11115162532919,0.412991649710041
"200",29,8,18,33.5833333333333,0.0740906816279853,0.394690202684304
"201",29,8,21,36.7272727272727,0.0740846706271144,0.177028711699012
"202",29,8,48,38.1111111111111,0.0740781301334412,0.614110529602065
"203",29,8,49,21.2727272727273,0.0741162123538855,0.158459430297526
"204",29,8,50,28.7333333333333,0.0740821771943842,0.580008560358546
"205",30,3,7,25.25,0.0740970184452903,-0.156254490965325
"206",30,3,17,12.5454545454545,0.0740270090089035,-0.19595198092514
"207",30,3,23,14.1428571428571,0.074090510500383,0.222790859020543
"208",30,3,25,34.625,0.0740935786325346,-0.107993124787278
"209",30,3,29,17.3,0.0741037320392182,0.151661213817515
"210",30,3,33,37.4285714285714,0.0739915242786076,-0.174456992807664
"211",30,3,42,16.2,0.0740943833103573,-0.672083027241607
"212",30,3,43,34.1538461538462,0.0740871173737359,-0.0544262496373785
"213",31,14,9,16.75,0.0740896391633454,-2.50939272585442
"214",31,14,11,6.33333333333333,0.0740885633280011,0.912933513220926
"215",31,14,26,42.6666666666667,0.0740795006337492,0.251075533860841
"216",31,14,30,48.4444444444444,0.0740916309669896,0.730644072324666
"217",31,14,34,22.9166666666667,0.0285771107480008,0.272502283920801
"218",31,14,40,52.4444444444444,0.0740787848074818,-0.47692218274643
"219",31,14,44,23.2222222222222,0.0740899063755621,0.556773501774418
"220",31,17,3,57.125,0.074106889105119,0.803343192850557
"221",31,17,6,26,0.0740621896219427,0.513118204478687
"222",31,17,8,73.6923076923077,0.0740743921213862,0.394701035475935
"223",31,17,15,61.0833333333333,0.0740935441111163,0.832429664866665
"224",31,17,20,25.8888888888889,0.0740971861207508,-0.0161532291282063
"225",31,17,24,63.4705882352941,0.0740878987906981,-0.309380692030772
"226",32,17,3,61.2142857142857,0.0740881774278604,-1.06974030741491
"227",32,17,6,55.9285714285714,0.0740882140863189,-1.07195804428417
"228",32,17,8,61.2,0.0323465208549503,-1.08654392907817
"229",32,17,15,65.7692307692308,0.0740808671887522,-1.07025209284628
"230",32,17,20,19.8888888888889,0.0740924007946185,-1.07562583987565
"231",32,17,24,63.2941176470588,0.0740826384662883,-1.07323750786259
"232",33,25,13,21.5833333333333,0.0740924369599139,0.144308563120188
"233",33,25,14,18.0555555555556,0.0740884765312921,-0.0929295735906664
"234",33,25,27,63.6363636363636,0.0728942281192359,-0.0531041372730099
"235",33,25,32,79.125,0.0740809114090452,-0.148995667597082
"236",33,25,41,10.5,0.0740677886672215,0.127513471214113
"237",33,25,45,16.8181818181818,0.0741058008585028,-0.0144643372046904
"238",34,4,4,48.8333333333333,0.0740907116287417,0.310456291511086
"239",34,4,10,18.5555555555556,0.074106889105119,0.100977396597658
"240",34,4,12,35.75,0.074097657913468,-0.338978949478248
"241",34,4,19,39.2307692307692,0.0740858516705908,0.381255238027878
"242",34,4,22,19.2,0.0740792758335607,0.057859474004864
"243",34,4,28,56.7692307692308,0.0740921985977397,0.131428629764082
"244",34,4,38,21.25,0.0740822518264029,-0.681551057721924
"245",34,4,46,29.9,0.0726223308529082,-0.0286066746248391
"246",34,4,47,49,0.0740826369867989,0.00201515368537436
"247",35,4,4,19,0.074069892829863,-0.343866500347817
"248",35,4,10,55.2222222222222,0.0740955973135688,1.37505869823228
"249",35,4,12,53.4166666666667,0.0740991464441492,1.32609789196469
"250",35,4,19,73,0.0740875259593801,1.34861645094491
"251",35,4,22,32.9,0.0740890593679051,1.4006479698007
"252",35,4,28,34.6666666666667,0.0741253120353713,1.28754338946827
"253",35,4,38,68.375,0.0740566144128814,1.40474225325165
"254",35,4,46,61.2857142857143,0.0740955323804247,1.34810466551354
"255",35,4,47,73.8333333333333,0.0741021267932656,1.19590820798174
"256",35,8,5,72,0.0740949816816084,1.30204397669037
"257",35,8,16,69.1176470588235,0.0741078515951397,1.25854221502405
"258",35,8,18,57,0.0740913665493639,1.29590255151395
"259",35,8,21,47.9285714285714,0.0740863579025325,1.1407547979946
"260",35,8,48,70.4375,0.0740972461222636,1.22034596232959
"261",35,8,49,9.35714285714286,0.0741158893320425,-1.26370698590356
"262",35,8,50,56.6666666666667,0.0740418671917434,1.16662555155028
"263",35,10,2,2.33333333333333,0.0740595742135345,1.18104937095768
"264",35,10,31,38.375,0.0740632343058167,0.846768186702172
"265",35,10,35,34.25,0.0740743937652633,1.13818734108057
"266",35,10,36,17.4666666666667,0.0741017733596969,-0.924222649762473
"267",35,10,37,42.9,0.0740859849890206,1.28225494001079
"268",35,10,39,72.5555555555556,0.0740937454860566,1.29240535106627
"269",36,3,7,69.75,0.0737065170926973,-0.0933134126641927
"270",36,3,17,37.2,0.0740840402906737,-0.379785307872694
"271",36,3,23,28.1111111111111,0.0740961792460493,0.0798918368252767
"272",36,3,25,7.44444444444444,0.0741184677532168,-0.031643268184292
"273",36,3,29,15.7272727272727,0.0741040945141108,0.0969854702329836
"274",36,3,33,19.8571428571429,0.0740963387021245,-0.238208398041796
"275",36,3,42,19.2857142857143,0.0741372482267305,0.0411326201563045
"276",36,3,43,71.5384615384615,0.0740756565916236,0.0437256663419047
"277",37,10,2,23.3333333333333,0.0740891281641602,-0.268847285866389
"278",37,10,31,29.3333333333333,-0.468083356799927,-0.199568597973477
"279",37,10,35,39.875,0.0740880922750285,-0.459820019581534
"280",37,10,36,64.5714285714286,0.0740932136918265,-0.277317334755537
"281",37,10,37,39.3333333333333,0.0740901536968663,-0.181204030744538
"282",37,10,39,62.2142857142857,0.0740811727033045,0.00356756949385874
"283",38,25,13,6.375,0.074088065151057,-2.72323373859454
"284",38,25,14,58,0.0740914776754534,1.27969601285395
"285",38,25,27,75.2,0.0740904020044968,1.25470382428879
"286",38,25,32,77.2666666666667,0.0741002420882121,1.12872784035744
"287",38,25,41,4.5,0.0741148356068446,-0.561452076494122
"288",38,25,45,8.14285714285714,0.0740793138893148,-14.4051626974394
"289",39,17,3,40.25,0.0711501567485564,0.380127007044427
"290",39,17,6,41,0.0740852638201528,0.56501324721945
"291",39,17,8,52.3076923076923,0.0740823185678117,-0.0141828552174377
"292",39,17,15,40.3333333333333,0.0740894095959135,0.809987873701158
"293",39,17,20,33.25,0.074082297690573,0.256918417535631
"294",39,17,24,52.1666666666667,0.0740955660799046,0.530177718857636
