"","message","compositional","sender","receiver","evaluator","evaluation"
"2254",1,"spectral",14,9,76,31
"2255",29,"compositional",8,18,76,41
"2256",21,"compositional",10,36,76,39
"2257",16,"spectral",14,44,76,35
"2258",13,"spectral",25,45,76,33
"2259",10,"spectral",17,3,76,39
"2260",27,"compositional",25,32,76,43
"2261",29,"compositional",8,50,76,37
"2262",16,"spectral",25,41,76,20
"2263",31,"compositional",17,8,76,56
"2264",37,"compositional",10,36,76,62
"2265",28,"compositional",14,30,76,10
"2266",0,"spectral",4,10,76,8
"2267",26,"compositional",8,50,76,18
"2268",35,"compositional",8,48,76,59
"2269",35,"compositional",10,39,76,64
"2270",9,"spectral",14,30,76,31
"2271",29,"compositional",8,16,76,56
"2272",11,"spectral",17,3,76,63
"2273",1,"spectral",14,34,76,28
"2274",9,"spectral",14,34,76,24
"2275",5,"spectral",3,33,76,17
"2276",27,"compositional",25,14,76,62
"2277",0,"spectral",4,19,76,17
"2278",9,"spectral",14,11,76,59
"2279",30,"compositional",3,7,76,21
"2280",14,"spectral",10,31,76,37
"2281",26,"compositional",4,4,77,59
"2282",39,"compositional",17,6,77,44
"2283",9,"spectral",14,9,77,59
"2284",16,"spectral",14,44,77,61
"2285",22,"compositional",14,34,77,66
"2286",16,"spectral",14,11,77,39
"2287",15,"spectral",3,42,77,60
"2288",22,"compositional",14,26,77,71
"2289",32,"compositional",17,3,77,56
"2290",2,"spectral",8,21,77,68
"2291",11,"spectral",10,36,77,71
"2292",9,"spectral",14,44,77,34
"2293",13,"spectral",25,14,77,36
"2294",26,"compositional",8,18,77,53
"2295",5,"spectral",3,23,77,46
"2296",14,"spectral",4,38,77,78
"2297",14,"spectral",4,28,77,55
"2298",9,"spectral",14,34,77,32
"2299",11,"spectral",10,39,77,63
"2300",39,"compositional",17,15,77,68
"2301",36,"compositional",3,23,77,54
"2302",15,"spectral",3,23,77,40
"2303",14,"spectral",10,2,77,30
"2304",9,"spectral",4,4,77,28
"2305",15,"spectral",25,41,77,65
"2306",0,"spectral",4,38,77,74
"2307",9,"spectral",14,30,77,54
"2308",22,"compositional",14,11,77,64
"2309",1,"spectral",14,11,77,42
"2310",20,"spectral",3,7,77,67
"2311",14,"spectral",4,46,78,33
"2312",26,"compositional",8,5,78,20
"2313",4,"spectral",8,48,78,40
"2314",13,"spectral",25,27,78,80
"2315",31,"compositional",17,8,78,90
"2316",27,"compositional",25,41,78,40
"2317",31,"compositional",14,30,78,55
"2318",4,"spectral",8,49,78,20
"2319",14,"spectral",4,12,78,20
"2320",33,"compositional",25,32,78,85
"2321",38,"compositional",25,14,78,45
"2322",30,"compositional",3,25,78,40
"2323",9,"spectral",4,12,78,10
"2324",10,"spectral",17,8,78,60
"2325",16,"spectral",3,17,78,15
"2326",10,"spectral",17,3,78,52
"2327",29,"compositional",8,16,78,60
"2328",36,"compositional",3,33,78,30
"2329",39,"compositional",17,24,78,35
"2330",26,"compositional",8,48,78,6
"2331",16,"spectral",17,8,78,8
"2332",35,"compositional",4,28,78,24
"2333",28,"compositional",14,26,78,66
"2334",0,"spectral",4,4,78,52
"2335",28,"compositional",14,34,78,38
"2336",35,"compositional",8,48,78,75
"2337",31,"compositional",17,24,78,61
"2338",35,"compositional",10,31,78,40
"2339",16,"spectral",14,44,78,56
"2340",37,"compositional",10,37,78,35
"2341",11,"spectral",10,31,79,59
"2342",15,"spectral",3,23,79,62
"2343",30,"compositional",3,33,79,69
"2344",16,"spectral",3,23,79,41
"2345",16,"spectral",25,41,79,40
"2346",35,"compositional",8,16,79,65
"2347",5,"spectral",3,23,79,77
"2348",21,"compositional",10,39,79,79
"2349",9,"spectral",4,12,79,66
"2350",30,"compositional",3,43,79,59
"2351",21,"compositional",10,37,79,81
"2352",5,"spectral",3,17,79,65
"2353",11,"spectral",17,8,79,75
"2354",33,"compositional",25,14,79,37
"2355",7,"spectral",8,21,79,33
"2356",5,"spectral",3,42,79,45
"2357",32,"compositional",17,15,79,63
"2358",27,"compositional",25,27,79,68
"2359",1,"spectral",14,30,79,77
"2360",16,"spectral",3,43,79,82
"2361",2,"spectral",8,21,79,67
"2362",7,"spectral",8,49,79,59
"2363",5,"spectral",3,33,79,37
"2364",0,"spectral",4,10,79,70
"2365",14,"spectral",4,38,79,62
"2366",16,"spectral",25,13,79,16
"2367",26,"compositional",4,47,79,30
"2368",16,"spectral",17,24,79,36
"2369",37,"compositional",10,36,79,45
"2370",16,"spectral",17,15,79,72
"2371",31,"compositional",17,20,80,65
"2372",36,"compositional",3,29,80,56
"2373",7,"spectral",8,49,80,67
"2374",22,"compositional",14,44,80,41
"2375",14,"spectral",4,10,80,61
"2376",15,"spectral",3,42,80,67
"2377",16,"spectral",25,14,80,60
"2378",2,"spectral",8,50,80,58
"2379",14,"spectral",4,22,80,46
"2380",14,"spectral",10,35,80,66
"2381",35,"compositional",4,12,80,77
"2382",22,"compositional",14,11,80,55
"2383",39,"compositional",17,24,80,64
"2384",20,"spectral",3,17,80,40
"2385",0,"spectral",4,46,80,54
"2386",5,"spectral",3,43,80,68
"2387",15,"spectral",3,29,80,70
"2388",33,"compositional",25,27,80,57
"2389",27,"compositional",25,14,80,64
"2390",32,"compositional",17,15,80,39
"2391",0,"spectral",4,19,80,32
"2392",21,"compositional",10,36,80,69
"2393",26,"compositional",8,18,80,78
"2394",34,"compositional",4,12,80,78
"2395",0,"spectral",4,12,80,64
"2396",14,"spectral",4,12,80,72
"2397",16,"spectral",17,24,80,34
"2398",31,"compositional",14,26,80,43
"2399",14,"spectral",10,39,80,68
"2400",9,"spectral",4,38,80,61
"2401",9,"spectral",14,9,81,65
"2402",35,"compositional",8,48,81,60
"2403",35,"compositional",8,5,81,45
"2404",0,"spectral",4,4,81,52
"2405",16,"spectral",25,32,81,45
"2406",16,"spectral",3,25,81,20
"2407",31,"compositional",17,15,81,40
"2408",29,"compositional",8,18,81,30
"2409",11,"spectral",17,24,81,50
"2410",29,"compositional",8,21,81,40
"2411",39,"compositional",17,24,81,35
"2412",22,"compositional",14,34,81,35
"2413",16,"spectral",14,40,81,35
"2414",35,"compositional",4,28,81,55
"2415",39,"compositional",17,3,81,15
"2416",15,"spectral",3,25,81,10
"2417",11,"spectral",17,3,81,70
"2418",38,"compositional",25,13,81,5
"2419",16,"spectral",17,8,81,5
"2420",26,"compositional",8,5,81,25
"2421",35,"compositional",4,22,81,45
"2422",35,"compositional",8,21,81,60
"2423",11,"spectral",17,8,81,60
"2424",15,"spectral",25,41,81,45
"2425",14,"spectral",4,4,81,15
"2426",2,"spectral",8,48,81,5
"2427",16,"spectral",25,45,81,10
"2428",17,"spectral",10,36,81,15
"2429",27,"compositional",25,14,81,55
"2430",10,"spectral",17,6,81,85
"2431",13,"spectral",25,27,82,55
"2432",30,"compositional",3,29,82,35
"2433",35,"compositional",4,22,82,24
"2434",34,"compositional",4,28,82,65
"2435",16,"spectral",14,30,82,30
"2436",36,"compositional",3,43,82,64
"2437",0,"spectral",4,22,82,2
"2438",16,"spectral",25,45,82,10
"2439",35,"compositional",8,49,82,6
"2440",16,"spectral",3,7,82,36
"2441",35,"compositional",4,10,82,45
"2442",20,"spectral",3,29,82,4
"2443",30,"compositional",3,23,82,9
"2444",11,"spectral",10,2,82,24
"2445",35,"compositional",8,21,82,23
"2446",17,"spectral",10,39,82,8
"2447",9,"spectral",4,28,82,25
"2448",22,"compositional",14,26,82,31
"2449",16,"spectral",3,17,82,12
"2450",0,"spectral",4,47,82,48
"2451",26,"compositional",8,5,82,8
"2452",35,"compositional",4,46,82,15
"2453",14,"spectral",4,19,82,10
"2454",17,"spectral",10,31,82,40
"2455",15,"spectral",3,17,82,9
"2456",17,"spectral",10,35,82,10
"2457",20,"spectral",3,42,82,2
"2458",35,"compositional",8,18,82,29
"2459",16,"spectral",25,14,82,2
"2460",21,"compositional",10,35,82,13
"2461",35,"compositional",8,16,83,44
"2462",37,"compositional",10,37,83,3
"2463",0,"spectral",4,38,83,1
"2464",26,"compositional",8,18,83,1
"2465",34,"compositional",4,12,83,5
"2466",10,"spectral",17,15,83,80
"2467",26,"compositional",4,12,83,1
"2468",29,"compositional",8,16,83,36
"2469",27,"compositional",25,41,83,3
"2470",32,"compositional",17,24,83,97
"2471",15,"spectral",3,29,83,1
"2472",16,"spectral",14,11,83,2
"2473",4,"spectral",8,50,83,18
"2474",22,"compositional",14,11,83,11
"2475",16,"spectral",17,20,83,6
"2476",38,"compositional",25,32,83,76
"2477",16,"spectral",25,13,83,4
"2478",20,"spectral",3,25,83,1
"2479",1,"spectral",14,44,83,22
"2480",16,"spectral",14,26,83,40
"2481",16,"spectral",14,40,83,1
"2482",35,"compositional",10,37,83,8
"2483",17,"spectral",10,36,83,8
"2484",30,"compositional",3,42,83,4
"2485",28,"compositional",14,40,83,4
"2486",5,"spectral",3,17,83,5
"2487",30,"compositional",3,43,83,19
"2488",13,"spectral",25,27,83,66
"2489",28,"compositional",14,26,83,60
"2490",0,"spectral",4,46,83,16
"2491",0,"spectral",4,22,84,35
"2492",39,"compositional",17,20,84,5
"2493",27,"compositional",25,14,84,64
"2494",34,"compositional",4,28,84,74
"2495",13,"spectral",25,13,84,35
"2496",38,"compositional",25,41,84,0
"2497",35,"compositional",10,36,84,4
"2498",11,"spectral",10,35,84,0
"2499",36,"compositional",3,23,84,22
"2500",26,"compositional",4,10,84,71
"2501",17,"spectral",10,39,84,13
"2502",14,"spectral",4,4,84,11
"2503",34,"compositional",4,22,84,4
"2504",16,"spectral",25,14,84,0
"2505",34,"compositional",4,46,84,26
"2506",20,"spectral",3,7,84,91
"2507",16,"spectral",3,43,84,87
"2508",0,"spectral",4,19,84,7
"2509",10,"spectral",17,20,84,0
"2510",9,"spectral",4,38,84,0
"2511",1,"spectral",14,40,84,0
"2512",31,"compositional",14,9,84,16
"2513",7,"spectral",8,5,84,44
"2514",16,"spectral",14,26,84,65
"2515",29,"compositional",8,21,84,33
"2516",30,"compositional",3,25,84,55
"2517",16,"spectral",17,6,84,49
"2518",16,"spectral",17,3,84,87
"2519",4,"spectral",8,48,84,32
"2520",30,"compositional",3,17,84,31
"2521",34,"compositional",4,19,85,10
"2522",35,"compositional",4,22,85,6
"2523",15,"spectral",25,45,85,5
"2524",15,"spectral",25,27,85,86
"2525",28,"compositional",14,30,85,40
"2526",7,"spectral",8,21,85,13
"2527",16,"spectral",17,8,85,60
"2528",9,"spectral",14,26,85,79
"2529",29,"compositional",8,50,85,2
"2530",2,"spectral",8,5,85,79
"2531",15,"spectral",25,41,85,0
"2532",33,"compositional",25,14,85,0
"2533",36,"compositional",3,29,85,0
"2534",35,"compositional",8,48,85,80
"2535",11,"spectral",10,31,85,81
"2536",1,"spectral",14,44,85,59
"2537",7,"spectral",8,49,85,0
"2538",21,"compositional",10,35,85,14
"2539",15,"spectral",3,17,85,9
"2540",20,"spectral",3,23,85,5
"2541",20,"spectral",3,43,85,80
"2542",32,"compositional",17,20,85,0
"2543",15,"spectral",3,25,85,0
"2544",36,"compositional",3,43,85,89
"2545",35,"compositional",10,37,85,1
"2546",14,"spectral",10,36,85,69
"2547",0,"spectral",4,4,85,90
"2548",5,"spectral",3,29,85,0
"2549",1,"spectral",14,40,85,0
"2550",2,"spectral",8,48,85,0
"2551",20,"spectral",3,17,86,32
"2552",31,"compositional",14,26,86,57
"2553",1,"spectral",14,44,86,27
"2554",2,"spectral",8,48,86,57
"2555",14,"spectral",4,19,86,37
"2556",13,"spectral",25,27,86,59
"2557",9,"spectral",4,38,86,20
"2558",32,"compositional",17,8,86,68
"2559",30,"compositional",3,17,86,19
"2560",33,"compositional",25,14,86,10
"2561",7,"spectral",8,48,86,23
"2562",35,"compositional",8,48,86,70
"2563",28,"compositional",14,30,86,33
"2564",15,"spectral",3,29,86,41
"2565",15,"spectral",25,45,86,46
"2566",39,"compositional",17,6,86,66
"2567",35,"compositional",4,47,86,62
"2568",7,"spectral",8,18,86,33
"2569",26,"compositional",4,38,86,14
"2570",11,"spectral",10,2,86,60
"2571",33,"compositional",25,13,86,53
"2572",16,"spectral",25,45,86,57
"2573",20,"spectral",3,25,86,36
"2574",16,"spectral",25,27,86,60
"2575",22,"compositional",14,40,86,44
"2576",13,"spectral",25,45,86,63
"2577",15,"spectral",3,23,86,63
"2578",16,"spectral",3,7,86,60
"2579",9,"spectral",4,19,86,32
"2580",16,"spectral",17,24,86,82
"2581",27,"compositional",25,45,87,5
"2582",34,"compositional",4,46,87,35
"2583",35,"compositional",10,31,87,53
"2584",15,"spectral",3,33,87,17
"2585",13,"spectral",25,13,87,67
"2586",38,"compositional",25,13,87,2
"2587",21,"compositional",10,39,87,64
"2588",39,"compositional",17,15,87,12
"2589",35,"compositional",4,47,87,48
"2590",9,"spectral",14,40,87,7
"2591",29,"compositional",8,5,87,64
"2592",33,"compositional",25,45,87,11
"2593",11,"spectral",10,37,87,79
"2594",35,"compositional",8,50,87,38
"2595",10,"spectral",17,15,87,72
"2596",36,"compositional",3,25,87,22
"2597",35,"compositional",8,49,87,17
"2598",27,"compositional",25,32,87,60
"2599",32,"compositional",17,15,87,64
"2600",9,"spectral",14,44,87,15
"2601",7,"spectral",8,49,87,32
"2602",15,"spectral",3,42,87,2
"2603",28,"compositional",14,44,87,20
"2604",26,"compositional",4,10,87,49
"2605",1,"spectral",14,44,87,17
"2606",2,"spectral",8,49,87,10
"2607",9,"spectral",4,19,87,1
"2608",13,"spectral",25,45,87,0
"2609",29,"compositional",8,50,87,16
"2610",9,"spectral",14,34,87,0
"2611",15,"spectral",25,27,88,75
"2612",2,"spectral",8,21,88,66
"2613",14,"spectral",4,12,88,21
"2614",31,"compositional",14,40,88,59
"2615",10,"spectral",17,20,88,5
"2616",1,"spectral",14,26,88,22
"2617",15,"spectral",3,43,88,68
"2618",37,"compositional",10,35,88,19
"2619",9,"spectral",4,12,88,28
"2620",26,"compositional",8,49,88,0
"2621",9,"spectral",4,38,88,29
"2622",16,"spectral",17,3,88,92
"2623",11,"spectral",17,15,88,92
"2624",13,"spectral",25,14,88,20
"2625",9,"spectral",14,11,88,11
"2626",4,"spectral",8,49,88,2
"2627",34,"compositional",4,22,88,17
"2628",34,"compositional",4,28,88,57
"2629",11,"spectral",10,2,88,29
"2630",11,"spectral",17,20,88,30
"2631",20,"spectral",3,17,88,12
"2632",15,"spectral",3,29,88,4
"2633",14,"spectral",4,10,88,57
"2634",16,"spectral",14,34,88,29
"2635",26,"compositional",4,10,88,67
"2636",15,"spectral",25,45,88,31
"2637",26,"compositional",8,21,88,39
"2638",34,"compositional",4,46,88,27
"2639",28,"compositional",14,34,88,26
"2640",16,"spectral",25,13,88,32
"2641",22,"compositional",14,44,89,5
"2642",17,"spectral",10,37,89,63
"2643",16,"spectral",17,8,89,69
"2644",9,"spectral",14,34,89,88
"2645",9,"spectral",4,12,89,67
"2646",10,"spectral",17,20,89,86
"2647",2,"spectral",8,21,89,76
"2648",38,"compositional",25,32,89,94
"2649",29,"compositional",8,50,89,86
"2650",16,"spectral",17,3,89,91
"2651",26,"compositional",4,10,89,81
"2652",5,"spectral",3,43,89,83
"2653",20,"spectral",3,33,89,56
"2654",17,"spectral",10,36,89,65
"2655",9,"spectral",4,4,89,18
"2656",5,"spectral",3,29,89,55
"2657",15,"spectral",3,7,89,65
"2658",14,"spectral",4,4,89,23
"2659",29,"compositional",8,18,89,67
"2660",4,"spectral",8,18,89,66
"2661",28,"compositional",14,30,89,37
"2662",16,"spectral",3,23,89,45
"2663",38,"compositional",25,27,89,88
"2664",13,"spectral",25,27,89,86
"2665",37,"compositional",10,31,89,8
"2666",30,"compositional",3,42,89,33
"2667",14,"spectral",10,2,89,78
"2668",39,"compositional",17,24,89,72
"2669",11,"spectral",10,39,89,77
"2670",11,"spectral",10,35,89,56
"2671",9,"spectral",4,4,90,15
"2672",30,"compositional",3,29,90,12
"2673",11,"spectral",17,3,90,78
"2674",16,"spectral",3,25,90,6
"2675",4,"spectral",8,48,90,19
"2676",36,"compositional",3,7,90,86
"2677",10,"spectral",17,8,90,83
"2678",31,"compositional",17,20,90,24
"2679",7,"spectral",8,5,90,29
"2680",29,"compositional",8,21,90,15
"2681",14,"spectral",4,38,90,6
"2682",35,"compositional",10,36,90,30
"2683",5,"spectral",3,25,90,23
"2684",14,"spectral",4,47,90,64
"2685",20,"spectral",3,42,90,6
"2686",35,"compositional",10,31,90,52
"2687",9,"spectral",4,47,90,62
"2688",31,"compositional",14,30,90,64
"2689",29,"compositional",8,49,90,21
"2690",35,"compositional",8,49,90,9
"2691",22,"compositional",14,11,90,9
"2692",30,"compositional",3,42,90,10
"2693",22,"compositional",14,9,90,32
"2694",27,"compositional",25,45,90,41
"2695",32,"compositional",17,24,90,66
"2696",38,"compositional",25,41,90,10
"2697",14,"spectral",4,4,90,31
"2698",11,"spectral",10,31,90,66
"2699",32,"compositional",17,3,90,71
"2700",37,"compositional",10,39,90,80
"2701",35,"compositional",10,31,91,30
"2702",13,"spectral",25,45,91,60
"2703",35,"compositional",4,47,91,85
"2704",26,"compositional",4,22,91,15
"2705",27,"compositional",25,41,91,20
"2706",38,"compositional",25,32,91,90
"2707",16,"spectral",25,27,91,85
"2708",26,"compositional",8,50,91,30
"2709",35,"compositional",10,37,91,35
"2710",34,"compositional",4,19,91,10
"2711",33,"compositional",25,14,91,5
"2712",31,"compositional",14,11,91,2
"2713",14,"spectral",4,22,91,15
"2714",31,"compositional",17,6,91,10
"2715",16,"spectral",17,3,91,85
"2716",14,"spectral",4,46,91,20
"2717",0,"spectral",4,12,91,20
"2718",26,"compositional",4,12,91,20
"2719",14,"spectral",10,2,91,5
"2720",14,"spectral",4,10,91,5
"2721",35,"compositional",10,36,91,0
"2722",4,"spectral",8,49,91,15
"2723",33,"compositional",25,32,91,75
"2724",39,"compositional",17,15,91,60
"2725",11,"spectral",17,24,91,85
"2726",21,"compositional",10,37,91,75
"2727",26,"compositional",4,10,91,85
"2728",20,"spectral",3,29,91,75
"2729",31,"compositional",14,30,91,65
"2730",16,"spectral",14,34,91,55
"2731",33,"compositional",25,14,92,23
"2732",39,"compositional",17,8,92,60
"2733",16,"spectral",14,44,92,40
"2734",21,"compositional",10,39,92,56
"2735",13,"spectral",25,14,92,11
"2736",29,"compositional",8,18,92,12
"2737",7,"spectral",8,16,92,86
"2738",15,"spectral",25,32,92,59
"2739",13,"spectral",25,32,92,56
"2740",14,"spectral",10,31,92,43
"2741",5,"spectral",3,7,92,46
"2742",16,"spectral",3,42,92,5
"2743",2,"spectral",8,48,92,37
"2744",16,"spectral",14,34,92,16
"2745",37,"compositional",10,39,92,58
"2746",30,"compositional",3,7,92,14
"2747",20,"spectral",3,25,92,6
"2748",31,"compositional",14,26,92,38
"2749",35,"compositional",10,35,92,64
"2750",9,"spectral",4,22,92,7
"2751",0,"spectral",4,4,92,34
"2752",1,"spectral",14,40,92,11
"2753",39,"compositional",17,3,92,40
"2754",26,"compositional",4,10,92,18
"2755",16,"spectral",17,24,92,69
"2756",35,"compositional",4,4,92,15
"2757",29,"compositional",8,50,92,21
"2758",16,"spectral",3,29,92,9
"2759",9,"spectral",4,19,92,2
"2760",16,"spectral",14,26,92,22
"2761",2,"spectral",8,21,93,40
"2762",17,"spectral",10,37,93,59
"2763",35,"compositional",10,36,93,56
"2764",7,"spectral",8,5,93,59
"2765",16,"spectral",3,7,93,59
"2766",15,"spectral",25,45,93,9
"2767",30,"compositional",3,43,93,66
"2768",14,"spectral",4,22,93,15
"2769",4,"spectral",8,16,93,86
"2770",4,"spectral",8,5,93,16
"2771",34,"compositional",4,46,93,21
"2772",35,"compositional",8,48,93,74
"2773",17,"spectral",10,2,93,13
"2774",5,"spectral",3,29,93,10
"2775",14,"spectral",10,2,93,42
"2776",36,"compositional",3,43,93,69
"2777",32,"compositional",17,15,93,74
"2778",31,"compositional",17,3,93,89
"2779",5,"spectral",3,33,93,44
"2780",0,"spectral",4,28,93,57
"2781",0,"spectral",4,4,93,40
"2782",11,"spectral",17,8,93,70
"2783",35,"compositional",10,31,93,72
"2784",28,"compositional",14,34,93,41
"2785",0,"spectral",4,38,93,51
"2786",16,"spectral",25,41,93,16
"2787",7,"spectral",8,21,93,22
"2788",39,"compositional",17,15,93,61
"2789",35,"compositional",4,4,93,31
"2790",2,"spectral",8,16,93,67
"2791",5,"spectral",3,25,94,0
"2792",7,"spectral",8,48,94,0
"2793",10,"spectral",17,8,94,32
"2794",26,"compositional",4,22,94,71
"2795",35,"compositional",8,48,94,95
"2796",16,"spectral",14,44,94,39
"2797",15,"spectral",3,25,94,26
"2798",14,"spectral",10,2,94,0
"2799",20,"spectral",3,7,94,67
"2800",37,"compositional",10,36,94,81
"2801",21,"compositional",10,35,94,85
"2802",9,"spectral",4,38,94,0
"2803",27,"compositional",25,32,94,100
"2804",30,"compositional",3,17,94,0
"2805",11,"spectral",10,39,94,35
"2806",31,"compositional",14,40,94,19
"2807",27,"compositional",25,41,94,29
"2808",38,"compositional",25,14,94,75
"2809",22,"compositional",14,9,94,0
"2810",9,"spectral",14,11,94,0
"2811",5,"spectral",3,7,94,73
"2812",16,"spectral",17,24,94,71
"2813",31,"compositional",14,34,94,31
"2814",21,"compositional",10,36,94,26
"2815",26,"compositional",4,47,94,42
"2816",1,"spectral",14,11,94,72
"2817",31,"compositional",17,24,94,44
"2818",4,"spectral",8,16,94,56
"2819",16,"spectral",25,32,94,39
"2820",13,"spectral",25,27,94,28
"2821",5,"spectral",3,17,95,0
"2822",7,"spectral",8,49,95,4
"2823",34,"compositional",4,28,95,40
"2824",35,"compositional",10,31,95,44
"2825",11,"spectral",10,31,95,56
"2826",14,"spectral",4,10,95,8
"2827",16,"spectral",3,7,95,77
"2828",35,"compositional",4,4,95,18
"2829",37,"compositional",10,39,95,53
"2830",14,"spectral",10,31,95,40
"2831",30,"compositional",3,7,95,24
"2832",32,"compositional",17,24,95,56
"2833",9,"spectral",4,10,95,2
"2834",7,"spectral",8,18,95,11
"2835",5,"spectral",3,42,95,2
"2836",10,"spectral",17,24,95,81
"2837",31,"compositional",17,15,95,59
"2838",26,"compositional",8,50,95,1
"2839",9,"spectral",14,11,95,1
"2840",26,"compositional",4,47,95,60
"2841",16,"spectral",14,30,95,11
"2842",15,"spectral",25,45,95,1
"2843",16,"spectral",3,42,95,1
"2844",29,"compositional",8,5,95,53
"2845",26,"compositional",8,49,95,1
"2846",35,"compositional",10,36,95,0
"2847",28,"compositional",14,11,95,2
"2848",30,"compositional",3,33,95,1
"2849",11,"spectral",17,8,95,64
"2850",35,"compositional",4,38,95,59
"2851",29,"compositional",8,50,96,59
"2852",26,"compositional",4,12,96,26
"2853",5,"spectral",3,33,96,18
"2854",29,"compositional",8,21,96,75
"2855",37,"compositional",10,2,96,23
"2856",38,"compositional",25,32,96,84
"2857",15,"spectral",3,17,96,12
"2858",26,"compositional",4,46,96,56
"2859",31,"compositional",17,6,96,23
"2860",11,"spectral",17,15,96,54
"2861",16,"spectral",14,11,96,43
"2862",10,"spectral",17,3,96,14
"2863",32,"compositional",17,8,96,51
"2864",30,"compositional",3,33,96,46
"2865",30,"compositional",3,29,96,15
"2866",33,"compositional",25,45,96,6
"2867",4,"spectral",8,49,96,8
"2868",9,"spectral",14,11,96,7
"2869",20,"spectral",3,23,96,10
"2870",9,"spectral",4,22,96,9
"2871",4,"spectral",8,18,96,11
"2872",0,"spectral",4,28,96,85
"2873",35,"compositional",4,47,96,82
"2874",15,"spectral",25,45,96,25
"2875",35,"compositional",4,4,96,11
"2876",16,"spectral",14,9,96,5
"2877",32,"compositional",17,15,96,96
"2878",26,"compositional",8,21,96,77
"2879",15,"spectral",3,29,96,21
"2880",33,"compositional",25,14,96,13
"2881",21,"compositional",10,2,97,20
"2882",14,"spectral",4,28,97,85
"2883",20,"spectral",3,17,97,0
"2884",0,"spectral",4,46,97,10
"2885",31,"compositional",14,26,97,60
"2886",0,"spectral",4,19,97,3
"2887",10,"spectral",17,24,97,100
"2888",30,"compositional",3,23,97,10
"2889",5,"spectral",3,7,97,75
"2890",0,"spectral",4,22,97,0
"2891",27,"compositional",25,27,97,70
"2892",15,"spectral",25,14,97,2
"2893",16,"spectral",25,41,97,5
"2894",28,"compositional",14,30,97,12
"2895",10,"spectral",17,20,97,0
"2896",33,"compositional",25,32,97,95
"2897",26,"compositional",4,19,97,71
"2898",26,"compositional",8,48,97,0
"2899",31,"compositional",14,34,97,8
"2900",1,"spectral",14,30,97,40
"2901",26,"compositional",4,4,97,65
"2902",9,"spectral",4,38,97,0
"2903",0,"spectral",4,47,97,55
"2904",17,"spectral",10,2,97,0
"2905",16,"spectral",3,17,97,0
"2906",35,"compositional",4,4,97,5
"2907",32,"compositional",17,8,97,55
"2908",0,"spectral",4,28,97,65
"2909",15,"spectral",3,17,97,5
"2910",11,"spectral",17,3,97,86
"2911",36,"compositional",3,43,98,72
"2912",39,"compositional",17,6,98,40
"2913",2,"spectral",8,5,98,44
"2914",14,"spectral",4,38,98,3
"2915",13,"spectral",25,14,98,11
"2916",14,"spectral",4,10,98,4
"2917",7,"spectral",8,48,98,26
"2918",1,"spectral",14,11,98,30
"2919",15,"spectral",3,43,98,58
"2920",31,"compositional",14,26,98,40
"2921",13,"spectral",25,13,98,75
"2922",15,"spectral",25,13,98,5
"2923",31,"compositional",17,15,98,61
"2924",30,"compositional",3,17,98,10
"2925",16,"spectral",25,13,98,8
"2926",22,"compositional",14,30,98,34
"2927",35,"compositional",4,4,98,23
"2928",31,"compositional",14,30,98,27
"2929",17,"spectral",10,39,98,22
"2930",33,"compositional",25,45,98,5
"2931",26,"compositional",8,50,98,23
"2932",15,"spectral",3,7,98,68
"2933",0,"spectral",4,22,98,24
"2934",29,"compositional",8,21,98,38
"2935",16,"spectral",3,42,98,17
"2936",36,"compositional",3,29,98,13
"2937",38,"compositional",25,27,98,82
"2938",9,"spectral",4,38,98,8
"2939",31,"compositional",14,34,98,25
"2940",14,"spectral",4,4,98,34
"2941",11,"spectral",10,36,99,30
"2942",21,"compositional",10,2,99,20
"2943",16,"spectral",17,3,99,85
"2944",16,"spectral",14,44,99,15
"2945",10,"spectral",17,8,99,60
"2946",39,"compositional",17,6,99,25
"2947",35,"compositional",10,39,99,65
"2948",34,"compositional",4,47,99,30
"2949",21,"compositional",10,35,99,15
"2950",38,"compositional",25,41,99,0
"2951",21,"compositional",10,36,99,60
"2952",31,"compositional",17,15,99,55
"2953",35,"compositional",8,49,99,2
"2954",39,"compositional",17,20,99,10
"2955",29,"compositional",8,50,99,10
"2956",4,"spectral",8,16,99,60
"2957",31,"compositional",17,6,99,35
"2958",16,"spectral",14,9,99,2
"2959",35,"compositional",4,28,99,5
"2960",20,"spectral",3,43,99,60
"2961",16,"spectral",17,20,99,5
"2962",26,"compositional",4,19,99,20
"2963",14,"spectral",10,2,99,5
"2964",16,"spectral",3,42,99,3
"2965",26,"compositional",4,12,99,10
"2966",0,"spectral",4,4,99,60
"2967",27,"compositional",25,27,99,55
"2968",9,"spectral",14,26,99,50
"2969",16,"spectral",3,25,99,15
"2970",29,"compositional",8,21,99,20
"2971",32,"compositional",17,3,100,70
"2972",2,"spectral",8,5,100,55
"2973",4,"spectral",8,5,100,20
"2974",30,"compositional",3,42,100,15
"2975",13,"spectral",25,45,100,5
"2976",28,"compositional",14,30,100,25
"2977",30,"compositional",3,43,100,40
"2978",9,"spectral",4,47,100,57
"2979",14,"spectral",4,47,100,60
"2980",39,"compositional",17,20,100,10
"2981",1,"spectral",14,26,100,70
"2982",16,"spectral",14,26,100,60
"2983",35,"compositional",4,46,100,45
"2984",31,"compositional",17,15,100,70
"2985",34,"compositional",4,12,100,15
"2986",5,"spectral",3,29,100,15
"2987",39,"compositional",17,6,100,45
"2988",9,"spectral",4,28,100,44
