"","id","total","xt","ytrue","yrec"
"120",1,2,19,0.375249923294271,0.223334662035217
"121",1,2,20,0.473000957104324,0.23541746832091
"122",1,2,21,0.550400930543534,0.247436095170469
"123",1,2,22,0.647225084376302,0.259385958338455
"124",1,2,23,0.719441124345711,0.271262473579432
"125",1,2,24,0.799020914332293,0.283061056647959
"126",1,2,25,0.813913274441651,0.2947771232986
"127",1,2,26,0.818181318605833,0.306406089285916
"128",1,2,27,0.848555871537366,0.317943370364469
"129",1,2,28,0.836180375239849,0.329384382288821
"130",1,2,29,0.804439315464333,0.340724540813533
"131",1,2,30,0.768536454684087,0.351959261693168
"132",1,2,31,0.720661088900795,0.363083960682287
"133",1,2,32,0.684673966304432,0.374094053535452
"134",1,2,33,0.64545924979507,0.384984956007225
"135",1,2,34,0.616553050598304,0.395752083852168
"136",1,2,35,0.600818805039223,0.406390852824843
"137",1,2,36,0.560792976960804,0.416896678679811
"138",1,2,37,0.573478043843621,0.427264977171635
"139",1,2,38,0.574996954668059,0.437489803525655
"140",1,2,39,0.573871143533592,0.447559770850273
"141",1,2,40,0.547297897576099,0.457462131724686
"142",1,2,41,0.560708348788966,0.467184138728083
"143",1,2,42,0.560320378079106,0.476713044439651
"144",1,2,43,0.56914991734099,0.48603610143858
"145",1,2,44,0.558913205749953,0.495140562304059
"146",1,2,45,0.553016710400381,0.504013679615276
"147",1,2,46,0.579091712575618,0.51264270595142
"148",1,2,47,0.571231916910522,0.521014893891679
"149",1,2,48,0.552544111518682,0.529117496015242
"150",1,2,49,0.501283618861824,0.536937764901299
"151",1,2,50,0.480807997545417,0.544462953129037
"152",1,2,51,0.442139151062202,0.551680313277645
"153",1,2,52,0.413109123631318,0.558577097926313
"154",1,2,53,0.387738989865684,0.565140559654228
"155",1,2,54,0.429367990584658,0.57135795104058
"156",1,2,55,0.456078986293717,0.577216524664557
"157",1,2,56,0.518418075991336,0.582703533105347
"158",1,2,57,0.59374982483617,0.587806228942141
"159",1,2,58,0.681962933959801,0.592511864754125
"160",1,2,59,0.746441541075346,0.59680769312049
"161",1,2,60,0.826354714769173,0.600680966620423
"162",1,2,61,0.833821044388576,0.604118937833113
"163",1,2,62,0.854857189960021,0.607120946564554
"164",1,2,63,0.844287827373183,0.609734681527952
"165",1,2,64,0.771166888769823,0.61201991866332
"166",1,2,65,0.693898803390622,0.614036433910669
"167",1,2,66,0.608490660218806,0.615844003210011
"168",1,2,67,0.528166801760339,0.617502402501358
"169",1,2,68,0.439574661006471,0.619071407724721
"170",1,2,69,0.363189492917886,0.620610794820113
"171",1,2,70,0.299769653839637,0.622180339727544
"172",1,2,71,0.238214565387628,0.623839818387028
"173",1,2,72,0.24138720594229,0.625649006738575
"174",1,2,73,0.205484345162043,0.627667680722198
"175",1,2,74,0.212078748162497,0.629955616277907
"176",1,2,75,0.208488462084472,0.632572589345715
"177",1,2,76,0.198853306589366,0.635578375865634
"178",1,2,77,0.242079618257338,0.639032751777675
"179",1,2,78,0.257638745781184,0.64299549302185
"180",1,2,79,0.311830084216021,0.647526375538171
"181",1,2,80,0.382155728658634,0.65268517526665
"182",1,2,81,0.478455993808588,0.658531668147298
"183",1,2,82,0.577173474013931,0.665125630120127
"184",1,2,83,0.655823453177449,0.672526837125148
"185",1,2,84,0.760425338993529,0.680795065102375
"186",1,2,85,0.802285143817518,0.689990089991817
"187",1,2,86,0.858663625914172,0.700171687733487
"188",1,2,87,0.876974084912098,0.711399634267398
"189",1,2,88,0.866467002798042,0.72373370553356
"190",1,2,89,0.866620872201386,0.737233677471985
"191",1,2,90,0.866518292599157,0.751959326022685
"192",1,2,91,0.873801444357434,0.767970427125672
"193",1,2,92,0.912558216213989,0.785326756720958
"194",1,2,93,0.903413977386693,0.804088090748553
"195",1,2,94,0.919405404662792,0.824314205148471
"196",1,2,95,0.983550628071091,0.846064875860723
"197",1,2,96,0.973146125559264,0.86939987882532
"198",1,2,97,1,0.894277687981586
"199",1,2,98,0.987580541015813,0.92025156926609
"200",1,2,99,0.978091927809605,0.946773486614714
"201",1,2,100,0.94383400422225,0.973386743307357
"202",1,2,101,0.896324994161206,1
"203",1,3,1,0.717220444241029,0
"204",1,3,2,0.785551823823679,0.0122601758837016
"205",1,3,3,0.863021565118542,0.0245203517674032
"206",1,3,4,0.936055237769451,0.0367796850663485
"207",1,3,5,0.987449868728086,0.0490339628567561
"208",1,3,6,1,0.0612781296300885
"209",1,3,7,0.961124971248003,0.0735071298778079
"210",1,3,8,0.866983224539227,0.0857159080913767
"211",1,3,9,0.724786951508641,0.0978994087622573
"212",1,3,10,0.552790249466781,0.110052576381912
"213",1,3,11,0.37779004210946,0.122170355441803
"214",1,3,12,0.230031801042224,0.134247690433393
"215",1,3,13,0.136022470865483,0.146279525848144
"216",1,3,14,0.111111111111111,0.158260806177519
"217",1,3,15,0.154758458749146,0.17018647591298
"218",1,3,16,0.250968336256202,0.182051479545989
"219",1,3,17,0.374262118600346,0.193850761568008
"220",1,3,18,0.498888946858288,0.2055792664705
"221",1,3,19,0.607170264528109,0.217231938744928
"222",1,3,20,0.693111358074091,0.228805221155987
"223",1,3,21,0.75984451165835,0.240301549561311
"224",1,3,22,0.812934625869281,0.251724858091766
"225",1,3,23,0.853933461923009,0.263079080878219
"226",1,3,24,0.87809754224824,0.274368152051537
"227",1,3,25,0.877124003437179,0.285596005742587
"228",1,3,26,0.844428478982376,0.296766576082235
"229",1,3,27,0.77936068737852,0.307883797201349
"230",1,3,28,0.688263359378741,0.318951603230794
"231",1,3,29,0.582644832019734,0.329973928301439
"232",1,3,30,0.475986453476422,0.34095470654415
"233",1,3,31,0.380514076181079,0.351897872089793
"234",1,3,32,0.304646961200178,0.362807359069235
"235",1,3,33,0.251579677667832,0.373687101613344
"236",1,3,34,0.219380300678647,0.384541033852986
"237",1,3,35,0.20263205419264,0.395373089919028
"238",1,3,36,0.19503554894835,0.406187203942336
"239",1,3,37,0.191958730724264,0.416987310053778
"240",1,3,38,0.191970711494456,0.42777734238422
"241",1,3,39,0.196863799539873,0.438561235064529
"242",1,3,40,0.210302494970903,0.449342922225572
"243",1,3,41,0.235765440061976,0.460126337998216
"244",1,3,42,0.274639899986411,0.470915416513327
"245",1,3,43,0.325144517282499,0.481714091901773
"246",1,3,44,0.382374921107533,0.49252629829442
"247",1,3,45,0.439423747321498,0.503355969822135
"248",1,3,46,0.489269936895154,0.514207040615785
"249",1,3,47,0.526878238386403,0.525083444806236
"250",1,3,48,0.550749139437326,0.535989116524356
"251",1,3,49,0.563244422021759,0.546927989901011
"252",1,3,50,0.569514648452278,0.557903999067068
"253",1,3,51,0.575543556657094,0.568921078153394
"254",1,3,52,0.58621452108432,0.579983161290856
"255",1,3,53,0.6040965270349,0.59109080216134
"256",1,3,54,0.629049387262262,0.60223103265081
"257",1,3,55,0.658326629696408,0.613387504196249
"258",1,3,56,0.686948382275778,0.624543868234642
"259",1,3,57,0.708467818836021,0.635683776202972
"260",1,3,58,0.716322338185358,0.646790879538222
"261",1,3,59,0.705590816100073,0.657848829677377
"262",1,3,60,0.674582461587736,0.668841278057419
"263",1,3,61,0.625697889138572,0.679751876115333
"264",1,3,62,0.565339658700838,0.690564275288102
"265",1,3,63,0.502903903694887,0.70126212701271
"266",1,3,64,0.448937996925098,0.71182908272614
"267",1,3,65,0.412678804293883,0.722248793865376
"268",1,3,66,0.399563407245836,0.732504911867401
"269",1,3,67,0.409645326308953,0.7425810881692
"270",1,3,68,0.43772112431982,0.752460974207755
"271",1,3,69,0.47528798014679,0.762128221420051
"272",1,3,70,0.513570520537366,0.77156648124307
"273",1,3,71,0.546292187774847,0.780759405113797
"274",1,3,72,0.57097231494837,0.789690644469216
"275",1,3,73,0.588308008093807,0.798343850746309
"276",1,3,74,0.600250051607093,0.806702675382061
"277",1,3,75,0.60806719089997,0.814758179537703
"278",1,3,76,0.611537710925596,0.822531063271459
"279",1,3,77,0.609521503441417,0.830049436365801
"280",1,3,78,0.601225322764507,0.837341408603202
"281",1,3,79,0.587172994218042,0.844435089766132
"282",1,3,80,0.569332120377918,0.851358589637064
"283",1,3,81,0.550518407786404,0.858140017998471
"284",1,3,82,0.533547101022386,0.864807484632823
"285",1,3,83,0.520528604455454,0.871389099322594
"286",1,3,84,0.512485008034353,0.877912971850255
"287",1,3,85,0.509320708981804,0.884407211998278
"288",1,3,86,0.510107991517224,0.890899929549135
"289",1,3,87,0.513567422997131,0.897419234285298
"290",1,3,88,0.518545926228693,0.903993235989239
"291",1,3,89,0.52429961651973,0.91065004444343
"292",1,3,90,0.530492166898201,0.917417769430343
"293",1,3,91,0.536965361349635,0.924324520732451
"294",1,3,92,0.543443769499672,0.931398408132224
"295",1,3,93,0.549352088039141,0.93865743295172
"296",1,3,94,0.553850754313891,0.946079162671331
"297",1,3,95,0.556079192015408,0.953631056311034
"298",1,3,96,0.555498990210824,0.961280572890806
"299",1,3,97,0.552183780200261,0.968995171430624
"300",1,3,98,0.54690720476113,0.976742310950465
"301",1,3,99,0.540938609169871,0.984494873966977
"302",1,3,100,0.535574059788766,0.992247436983488
"303",1,3,101,0.531581074481902,1
"304",1,4,1,0.182222158926869,0
"305",1,4,2,0.133407327514186,0.0108070408449218
"306",1,4,3,0.111719321526733,0.0216140816898436
"307",1,4,4,0.111111111111111,0.0324211225347654
"308",1,4,5,0.130938127696014,0.0432281633796871
"309",1,4,6,0.166604403517648,0.0540374202534082
"310",1,4,7,0.204792327263206,0.0648599732999253
"311",1,4,8,0.231422905510209,0.0757091186920342
"312",1,4,9,0.241292161997414,0.086598152602531
"313",1,4,10,0.239601819416377,0.0975403712042115
"314",1,4,11,0.236768857433424,0.108549070669872
"315",1,4,12,0.243078176967364,0.119637547172307
"316",1,4,13,0.266799248518719,0.130819096884315
"317",1,4,14,0.312850981454732,0.14210701597869
"318",1,4,15,0.378511773963038,0.153514600628228
"319",1,4,16,0.448523316428138,0.165055147005726
"320",1,4,17,0.497760906150906,0.176741951283979
"321",1,4,18,0.505199820119677,0.188588309635783
"322",1,4,19,0.467820595840832,0.200607518233935
"323",1,4,20,0.401736799161608,0.21281287325123
"324",1,4,21,0.334753873256154,0.225217670860463
"325",1,4,22,0.299073184803383,0.237823991847667
"326",1,4,23,0.321208099197632,0.250589055451784
"327",1,4,24,0.406785512623528,0.263458865525001
"328",1,4,25,0.531500809206853,0.276379425919499
"329",1,4,26,0.650681035334233,0.28929674048746
"330",1,4,27,0.722633320244207,0.302156813081067
"331",1,4,28,0.726740320723527,0.314905647552501
"332",1,4,29,0.666022036503559,0.327489247753946
"333",1,4,30,0.561542914921547,0.339853617537582
"334",1,4,31,0.445379757526861,0.351944760755591
"335",1,4,32,0.348456512515458,0.363708681260157
"336",1,4,33,0.28573711223499,0.375091382903461
"337",1,4,34,0.253872152749521,0.386054410823696
"338",1,4,35,0.24475586145887,0.3966214753031
"339",1,4,36,0.256162276236636,0.40683182790992
"340",1,4,37,0.286422401435594,0.416724720212405
"341",1,4,38,0.32550099487492,0.426339403778804
"342",1,4,39,0.358219408413412,0.435715130177363
"343",1,4,40,0.374953220942503,0.444891150976333
"344",1,4,41,0.376952612767908,0.45390671774396
"345",1,4,42,0.37325786342415,0.462801082048494
"346",1,4,43,0.374633057677431,0.471613495458182
"347",1,4,44,0.390263446064143,0.480383209541273
"348",1,4,45,0.426786225532504,0.489149475866014
"349",1,4,46,0.485357999204454,0.497951546000655
"350",1,4,47,0.556256347444373,0.506828671513444
"351",1,4,48,0.617325797472762,0.515820103972628
"352",1,4,49,0.64373862277895,0.524965094946456
"353",1,4,50,0.624005741928182,0.534292533534423
"354",1,4,51,0.56697207030936,0.54378985896101
"355",1,4,52,0.496542495583334,0.553434147981944
"356",1,4,53,0.44398479805697,0.563202477352954
"357",1,4,54,0.439838545588427,0.573071923829766
"358",1,4,55,0.500248748820527,0.58301956416811
"359",1,4,56,0.613399115469675,0.593022475123712
"360",1,4,57,0.740679989204057,0.6030577334523
"361",1,4,58,0.836213145009901,0.613102415909602
"362",1,4,59,0.869430585614981,0.623133599251346
"363",1,4,60,0.834007731107667,0.633128360233258
"364",1,4,61,0.744271759604368,0.643063775611068
"365",1,4,62,0.628783053224278,0.652916922140503
"366",1,4,63,0.520858505957231,0.66266487657729
"367",1,4,64,0.443454711417287,0.672284715677157
"368",1,4,65,0.399857359070564,0.681753516195832
"369",1,4,66,0.381937945209833,0.691048354889042
"370",1,4,67,0.384773626799444,0.700146308512516
"371",1,4,68,0.40784067742421,0.70902445382198
"372",1,4,69,0.445031302849033,0.717659867573164
"373",1,4,70,0.482106115575096,0.726047307854894
"374",1,4,71,0.505967644366924,0.734252258088404
"375",1,4,72,0.513303917628574,0.742357883028028
"376",1,4,73,0.510647436995189,0.750447347428099
"377",1,4,74,0.508680148682028,0.758603816042951
"378",1,4,75,0.517401601625641,0.766910453626916
"379",1,4,76,0.54467028203324,0.775450424934329
"380",1,4,77,0.594505986059123,0.784306894719523
"381",1,4,78,0.66233443529757,0.793563027736832
"382",1,4,79,0.730718163712161,0.803301988740589
"383",1,4,80,0.774028727329297,0.813574340110235
"384",1,4,81,0.773558224734054,0.824300234725641
"385",1,4,82,0.729804313331079,0.835367223091786
"386",1,4,83,0.661419032528778,0.846662855713647
"387",1,4,84,0.59743998145489,0.858074683096203
"388",1,4,85,0.569996040925625,0.869490255744432
"389",1,4,86,0.603189095080931,0.880797124163313
"390",1,4,87,0.697833950199246,0.891882838857823
"391",1,4,88,0.824977166445028,0.902634950332941
"392",1,4,89,0.938701746612378,0.912941009093646
"393",1,4,90,1,0.922688565644915
"394",1,4,91,0.992424555801731,0.931765170491728
"395",1,4,92,0.922474918379558,0.940098876865994
"396",1,4,93,0.813626328761516,0.947779748907362
"397",1,4,94,0.69880959195529,0.954938353482411
"398",1,4,95,0.607169492780601,0.96170525745772
"399",1,4,96,0.55021849793042,0.96821102769987
"400",1,4,97,0.522635600237312,0.97458623107544
"401",1,4,98,0.516968148327416,0.98093967330658
"402",1,4,99,0.531822531380477,0.98729311553772
"403",1,4,100,0.564524558161935,0.99364655776886
"404",1,4,101,0.603574290515235,1
"405",1,5,1,0.568454133476554,0.0630359728633018
"406",1,5,2,0.544047780819081,0.0791000524003619
"407",1,5,3,0.556351039759111,0.0948737051936579
"408",1,5,4,0.541635444774458,0.10890479752437
"409",1,5,5,0.579442513971662,0.119450768929913
"410",1,5,6,0.586182560173591,0.124769058947704
"411",1,5,7,0.603165543972719,0.123117107115158
"412",1,5,8,0.63801154832545,0.112959325257898
"413",1,5,9,0.656547538161888,0.0953527573511857
"414",1,5,10,0.657631191263478,0.0786203916457648
"415",1,5,11,0.676928844283105,0.0728499593891955
"416",1,5,12,0.638984765442164,0.0881291918290381
"417",1,5,13,0.625307958940245,0.124245749543743
"418",1,5,14,0.5684472312275,0.149139589424815
"419",1,5,15,0.529767027524876,0.15786091365263
"420",1,5,16,0.457317570322054,0.15481250339706
"421",1,5,17,0.371967809635971,0.144397139827976
"422",1,5,18,0.313933699583923,0.13101760411525
"423",1,5,19,0.226240625343764,0.118481964882932
"424",1,5,20,0.153490920307063,0.10821944057179
"425",1,5,21,0.122430799560844,0.101064537076769
"426",1,5,22,0.111111111111111,0.0978517602928185
"427",1,5,23,0.114872836845931,0.0994156161148834
"428",1,5,24,0.142619878045887,0.105715123652933
"429",1,5,25,0.22938114866366,0.113207354877024
"430",1,5,26,0.306789871812293,0.117473894972236
"431",1,5,27,0.442919478793918,0.117436097805646
"432",1,5,28,0.526940556536969,0.125374391972327
"433",1,5,29,0.638750088974304,0.14343267082968
"434",1,5,30,0.738470332192306,0.135578239644356
"435",1,5,31,0.857078579948536,0.115216610115067
"436",1,5,32,0.897018444103646,0.105594545813498
"437",1,5,33,0.970196088581739,0.106409307451513
"438",1,5,34,0.952802420963855,0.11147078002602
"439",1,5,35,0.948947514866798,0.114588848533928
"440",1,5,36,0.904386594969555,0.109573397972144
"441",1,5,37,0.867590705258867,0.0960296888291298
"442",1,5,38,0.83348324155499,0.0910696243459198
"443",1,5,39,0.784477273266511,0.0949010464005453
"444",1,5,40,0.747363880099307,0.102914627227551
"445",1,5,41,0.735488560600668,0.113931797342097
"446",1,5,42,0.725163831352172,0.127631676829497
"447",1,5,43,0.739667872403299,0.135532173829588
"448",1,5,44,0.745407092492294,0.113210723268617
"449",1,5,45,0.778424000845526,0.0949010464005452
"450",1,5,46,0.835205352694142,0.111830682829313
"451",1,5,47,0.87734358317318,0.127980497367566
"452",1,5,48,0.924682658314946,0.134002998937631
"453",1,5,49,0.949337491938389,0.132146246543835
"454",1,5,50,0.982029994586049,0.124836973469641
"455",1,5,51,1,0.115216610115067
"456",1,5,52,0.986271426630171,0.106665075174171
"457",1,5,53,0.960067038093943,0.102801543400637
"458",1,5,54,0.933358785376723,0.106789595487979
"459",1,5,55,0.879645483232928,0.119731179829405
"460",1,5,56,0.818060166042229,0.138007121671232
"461",1,5,57,0.793536475150824,0.141175385972511
"462",1,5,58,0.730946880722666,0.115295716714884
"463",1,5,59,0.69300394075282,0.0892578342576226
"464",1,5,60,0.644227023599221,0.0925936374683361
"465",1,5,61,0.631071336900933,0.11457376287037
"466",1,5,62,0.583922073608172,0.134403531401004
"467",1,5,63,0.597757631838349,0.138804267955151
"468",1,5,64,0.585585515630359,0.144561313258264
"469",1,5,65,0.595369453665418,0.170520089115709
"470",1,5,66,0.607576081118682,0.186321083115892
"471",1,5,67,0.621604902322391,0.10844475554356
"472",1,5,68,0.614416209931905,0.0390566732481936
"473",1,5,69,0.61622459918424,0.00527480418828319
"474",1,5,70,0.581099053744793,0
"475",1,5,71,0.580426084461959,0.0161331123195158
"476",1,5,72,0.56893038866133,0.0465749927830022
"477",1,5,73,0.549976812757082,0.0842264930266311
"478",1,5,74,0.536144705651432,0.121988464686574
"479",1,5,75,0.49337146825936,0.149086698741982
"480",1,5,76,0.511237939937491,0.140046743543926
"481",1,5,77,0.495348962613537,0.0994156161148834
"482",1,5,78,0.501498866521288,0.119731179829405
"483",1,5,79,0.54097973111426,0.158003737228126
"484",1,5,80,0.561217125342686,0.196276294626848
"485",1,5,81,0.594064928594077,0.234548852025569
"486",1,5,82,0.621739496178958,0.272821409424291
"487",1,5,83,0.660324448844628,0.311093966823012
"488",1,5,84,0.696428526132562,0.349366524221734
"489",1,5,85,0.713113194727545,0.387639081620456
"490",1,5,86,0.708796183056273,0.425911639019177
"491",1,5,87,0.708268851228492,0.464184196417899
"492",1,5,88,0.699318704879243,0.50245675381662
"493",1,5,89,0.66695129816206,0.540729311215342
"494",1,5,90,0.663507766108663,0.579001868614063
"495",1,5,91,0.62279554028433,0.617274426012785
"496",1,5,92,0.592239283719105,0.655546983411506
"497",1,5,93,0.558759924679207,0.693819540810228
"498",1,5,94,0.565568993371684,0.732092098208949
"499",1,5,95,0.522654259873991,0.770364655607671
"500",1,5,96,0.561562237795421,0.808637213006392
"501",1,5,97,0.579559852205592,0.846909770405114
"502",1,5,98,0.597868067823224,0.885182327803835
"503",1,5,99,0.600004313905659,0.923454885202557
"504",1,5,100,0.644903444006583,0.961727442601279
"505",1,5,101,0.663925352176473,1
"506",1,6,1,0.635073295736593,0.213215182713746
"507",1,6,2,0.703622615570439,0.294489523617294
"508",1,6,3,0.751576381444518,0.375763864520841
"509",1,6,4,0.794694033206911,0.457038205424389
"510",1,6,5,0.840512160674596,0.538312546327937
"511",1,6,6,0.874358781820608,0.619586887231485
"512",1,6,7,0.87167042465267,0.700861228135033
"513",1,6,8,0.819048425073896,0.782135569038581
"514",1,6,9,0.719222314620264,0.863409909942128
"515",1,6,10,0.583542348302021,0.928411327669523
"516",1,6,11,0.428225338602793,0.920896194719334
"517",1,6,12,0.276492637253687,0.868831913931331
"518",1,6,13,0.159581409128121,0.825306876524622
"519",1,6,14,0.111111111111111,0.843409473718315
"520",1,6,15,0.15370972453955,0.935078139744127
"521",1,6,16,0.284178385694298,0.983790609778384
"522",1,6,17,0.466306174609308,0.976431177586684
"523",1,6,18,0.639262643833099,0.936023265828793
"524",1,6,19,0.744696767147685,0.885590297164475
"525",1,6,20,0.759200503915882,0.848155694253494
"526",1,6,21,0.705498089828319,0.846742879755617
"527",1,6,22,0.630543912440527,0.883410346165942
"528",1,6,23,0.570019096261319,0.896299259560519
"529",1,6,24,0.530019610574653,0.882355432809188
"530",1,6,25,0.495969772226403,0.858467073021401
"531",1,6,26,0.454030491586863,0.84152238730661
"532",1,6,27,0.40754300354759,0.848409582774268
"533",1,6,28,0.378456725291221,0.888164254044664
"534",1,6,29,0.39107690295514,0.938411545781429
"535",1,6,30,0.451563769697699,0.974485676620714
"536",1,6,31,0.543585572280612,0.993967611045387
"537",1,6,32,0.640321332090167,1
"538",1,6,33,0.719281966882983,0.995725494429103
"539",1,6,34,0.774287676288806,0.984286745277247
"540",1,6,35,0.817471210320353,0.968826403488982
"541",1,6,36,0.862664543065721,0.95248712000886
"542",1,6,37,0.904447185344831,0.93841154578143
"543",1,6,38,0.919570850764831,0.920077812576267
"544",1,6,39,0.888188664066593,0.881743643147291
"545",1,6,40,0.806932056499148,0.884860013029093
"546",1,6,41,0.68448795656242,0.896743970315151
"547",1,6,42,0.534987334428161,0.886743752203244
"548",1,6,43,0.378393786158682,0.918847912331989
"549",1,6,44,0.242821158136084,0.941744951818732
"550",1,6,45,0.16214004623143,0.900077376352453
"551",1,6,46,0.165481713348431,0.860076503904826
"552",1,6,47,0.261893174078273,0.866350390191385
"553",1,6,48,0.428934344774068,0.901744079371105
"554",1,6,49,0.613729574890311,0.933411436725476
"555",1,6,50,0.752706387884011,0.918411109557616
"556",1,6,51,0.804758179084037,0.843409473718315
"557",1,6,52,0.774296386083572,0.783080665744308
"558",1,6,53,0.70247581145412,0.753103611437497
"559",1,6,54,0.633447193267822,0.747648518517149
"560",1,6,55,0.58594535463277,0.760885594702532
