,pid,external_pid,age_range,full_date,gender,unix_epoch,page_index,shown_description_pid,shown_description_page_index,shown_description_plot_id,shown_description_description,x,y
920,5,-L9r75H0y3AlSs7ptxi9,26-35,Wed Apr 11 2018 18:52:55 GMT-0500 (Central Daylight Time),male,1523490775584,6,17,3,39,"this pattern starts at about 40% on the left side of the box it has 3 main high points with slow dots, imagine 3 mountains with each mountain increasing in height as you go the 1st mountain peaks at about 65% of the way up the graph the 2nd peaks at about 80% and the 3rd peaks at 90% in between the mountains are small hills that dip before the mountain",26,0.5
921,5,-L9r75H0y3AlSs7ptxi9,26-35,Wed Apr 11 2018 18:52:55 GMT-0500 (Central Daylight Time),male,1523490775584,6,17,3,39,"this pattern starts at about 40% on the left side of the box it has 3 main high points with slow dots, imagine 3 mountains with each mountain increasing in height as you go the 1st mountain peaks at about 65% of the way up the graph the 2nd peaks at about 80% and the 3rd peaks at 90% in between the mountains are small hills that dip before the mountain",34,0.57
922,5,-L9r75H0y3AlSs7ptxi9,26-35,Wed Apr 11 2018 18:52:55 GMT-0500 (Central Daylight Time),male,1523490775584,6,17,3,39,"this pattern starts at about 40% on the left side of the box it has 3 main high points with slow dots, imagine 3 mountains with each mountain increasing in height as you go the 1st mountain peaks at about 65% of the way up the graph the 2nd peaks at about 80% and the 3rd peaks at 90% in between the mountains are small hills that dip before the mountain",36,0.54
923,5,-L9r75H0y3AlSs7ptxi9,26-35,Wed Apr 11 2018 18:52:55 GMT-0500 (Central Daylight Time),male,1523490775584,6,17,3,39,"this pattern starts at about 40% on the left side of the box it has 3 main high points with slow dots, imagine 3 mountains with each mountain increasing in height as you go the 1st mountain peaks at about 65% of the way up the graph the 2nd peaks at about 80% and the 3rd peaks at 90% in between the mountains are small hills that dip before the mountain",39,0.52
924,5,-L9r75H0y3AlSs7ptxi9,26-35,Wed Apr 11 2018 18:52:55 GMT-0500 (Central Daylight Time),male,1523490775584,6,17,3,39,"this pattern starts at about 40% on the left side of the box it has 3 main high points with slow dots, imagine 3 mountains with each mountain increasing in height as you go the 1st mountain peaks at about 65% of the way up the graph the 2nd peaks at about 80% and the 3rd peaks at 90% in between the mountains are small hills that dip before the mountain",42,0.52
925,5,-L9r75H0y3AlSs7ptxi9,26-35,Wed Apr 11 2018 18:52:55 GMT-0500 (Central Daylight Time),male,1523490775584,6,17,3,39,"this pattern starts at about 40% on the left side of the box it has 3 main high points with slow dots, imagine 3 mountains with each mountain increasing in height as you go the 1st mountain peaks at about 65% of the way up the graph the 2nd peaks at about 80% and the 3rd peaks at 90% in between the mountains are small hills that dip before the mountain",48,0.5
926,5,-L9r75H0y3AlSs7ptxi9,26-35,Wed Apr 11 2018 18:52:55 GMT-0500 (Central Daylight Time),male,1523490775584,6,17,3,39,"this pattern starts at about 40% on the left side of the box it has 3 main high points with slow dots, imagine 3 mountains with each mountain increasing in height as you go the 1st mountain peaks at about 65% of the way up the graph the 2nd peaks at about 80% and the 3rd peaks at 90% in between the mountains are small hills that dip before the mountain",45,0.5
927,5,-L9r75H0y3AlSs7ptxi9,26-35,Wed Apr 11 2018 18:52:55 GMT-0500 (Central Daylight Time),male,1523490775584,6,17,3,39,"this pattern starts at about 40% on the left side of the box it has 3 main high points with slow dots, imagine 3 mountains with each mountain increasing in height as you go the 1st mountain peaks at about 65% of the way up the graph the 2nd peaks at about 80% and the 3rd peaks at 90% in between the mountains are small hills that dip before the mountain",54,0.55
928,5,-L9r75H0y3AlSs7ptxi9,26-35,Wed Apr 11 2018 18:52:55 GMT-0500 (Central Daylight Time),male,1523490775584,6,17,3,39,"this pattern starts at about 40% on the left side of the box it has 3 main high points with slow dots, imagine 3 mountains with each mountain increasing in height as you go the 1st mountain peaks at about 65% of the way up the graph the 2nd peaks at about 80% and the 3rd peaks at 90% in between the mountains are small hills that dip before the mountain",55,0.6
929,5,-L9r75H0y3AlSs7ptxi9,26-35,Wed Apr 11 2018 18:52:55 GMT-0500 (Central Daylight Time),male,1523490775584,6,17,3,39,"this pattern starts at about 40% on the left side of the box it has 3 main high points with slow dots, imagine 3 mountains with each mountain increasing in height as you go the 1st mountain peaks at about 65% of the way up the graph the 2nd peaks at about 80% and the 3rd peaks at 90% in between the mountains are small hills that dip before the mountain",57,0.64
930,5,-L9r75H0y3AlSs7ptxi9,26-35,Wed Apr 11 2018 18:52:55 GMT-0500 (Central Daylight Time),male,1523490775584,6,17,3,39,"this pattern starts at about 40% on the left side of the box it has 3 main high points with slow dots, imagine 3 mountains with each mountain increasing in height as you go the 1st mountain peaks at about 65% of the way up the graph the 2nd peaks at about 80% and the 3rd peaks at 90% in between the mountains are small hills that dip before the mountain",59,0.74
931,5,-L9r75H0y3AlSs7ptxi9,26-35,Wed Apr 11 2018 18:52:55 GMT-0500 (Central Daylight Time),male,1523490775584,6,17,3,39,"this pattern starts at about 40% on the left side of the box it has 3 main high points with slow dots, imagine 3 mountains with each mountain increasing in height as you go the 1st mountain peaks at about 65% of the way up the graph the 2nd peaks at about 80% and the 3rd peaks at 90% in between the mountains are small hills that dip before the mountain",61,0.78
932,5,-L9r75H0y3AlSs7ptxi9,26-35,Wed Apr 11 2018 18:52:55 GMT-0500 (Central Daylight Time),male,1523490775584,6,17,3,39,"this pattern starts at about 40% on the left side of the box it has 3 main high points with slow dots, imagine 3 mountains with each mountain increasing in height as you go the 1st mountain peaks at about 65% of the way up the graph the 2nd peaks at about 80% and the 3rd peaks at 90% in between the mountains are small hills that dip before the mountain",52,0.52
933,5,-L9r75H0y3AlSs7ptxi9,26-35,Wed Apr 11 2018 18:52:55 GMT-0500 (Central Daylight Time),male,1523490775584,6,17,3,39,"this pattern starts at about 40% on the left side of the box it has 3 main high points with slow dots, imagine 3 mountains with each mountain increasing in height as you go the 1st mountain peaks at about 65% of the way up the graph the 2nd peaks at about 80% and the 3rd peaks at 90% in between the mountains are small hills that dip before the mountain",65,0.79
934,5,-L9r75H0y3AlSs7ptxi9,26-35,Wed Apr 11 2018 18:52:55 GMT-0500 (Central Daylight Time),male,1523490775584,6,17,3,39,"this pattern starts at about 40% on the left side of the box it has 3 main high points with slow dots, imagine 3 mountains with each mountain increasing in height as you go the 1st mountain peaks at about 65% of the way up the graph the 2nd peaks at about 80% and the 3rd peaks at 90% in between the mountains are small hills that dip before the mountain",66,0.75
935,5,-L9r75H0y3AlSs7ptxi9,26-35,Wed Apr 11 2018 18:52:55 GMT-0500 (Central Daylight Time),male,1523490775584,6,17,3,39,"this pattern starts at about 40% on the left side of the box it has 3 main high points with slow dots, imagine 3 mountains with each mountain increasing in height as you go the 1st mountain peaks at about 65% of the way up the graph the 2nd peaks at about 80% and the 3rd peaks at 90% in between the mountains are small hills that dip before the mountain",67,0.71
936,5,-L9r75H0y3AlSs7ptxi9,26-35,Wed Apr 11 2018 18:52:55 GMT-0500 (Central Daylight Time),male,1523490775584,6,17,3,39,"this pattern starts at about 40% on the left side of the box it has 3 main high points with slow dots, imagine 3 mountains with each mountain increasing in height as you go the 1st mountain peaks at about 65% of the way up the graph the 2nd peaks at about 80% and the 3rd peaks at 90% in between the mountains are small hills that dip before the mountain",70,0.62
937,5,-L9r75H0y3AlSs7ptxi9,26-35,Wed Apr 11 2018 18:52:55 GMT-0500 (Central Daylight Time),male,1523490775584,6,17,3,39,"this pattern starts at about 40% on the left side of the box it has 3 main high points with slow dots, imagine 3 mountains with each mountain increasing in height as you go the 1st mountain peaks at about 65% of the way up the graph the 2nd peaks at about 80% and the 3rd peaks at 90% in between the mountains are small hills that dip before the mountain",71,0.57
938,5,-L9r75H0y3AlSs7ptxi9,26-35,Wed Apr 11 2018 18:52:55 GMT-0500 (Central Daylight Time),male,1523490775584,6,17,3,39,"this pattern starts at about 40% on the left side of the box it has 3 main high points with slow dots, imagine 3 mountains with each mountain increasing in height as you go the 1st mountain peaks at about 65% of the way up the graph the 2nd peaks at about 80% and the 3rd peaks at 90% in between the mountains are small hills that dip before the mountain",74,0.51
939,5,-L9r75H0y3AlSs7ptxi9,26-35,Wed Apr 11 2018 18:52:55 GMT-0500 (Central Daylight Time),male,1523490775584,6,17,3,39,"this pattern starts at about 40% on the left side of the box it has 3 main high points with slow dots, imagine 3 mountains with each mountain increasing in height as you go the 1st mountain peaks at about 65% of the way up the graph the 2nd peaks at about 80% and the 3rd peaks at 90% in between the mountains are small hills that dip before the mountain",77,0.51
940,5,-L9r75H0y3AlSs7ptxi9,26-35,Wed Apr 11 2018 18:52:55 GMT-0500 (Central Daylight Time),male,1523490775584,6,17,3,39,"this pattern starts at about 40% on the left side of the box it has 3 main high points with slow dots, imagine 3 mountains with each mountain increasing in height as you go the 1st mountain peaks at about 65% of the way up the graph the 2nd peaks at about 80% and the 3rd peaks at 90% in between the mountains are small hills that dip before the mountain",79,0.59
941,5,-L9r75H0y3AlSs7ptxi9,26-35,Wed Apr 11 2018 18:52:55 GMT-0500 (Central Daylight Time),male,1523490775584,6,17,3,39,"this pattern starts at about 40% on the left side of the box it has 3 main high points with slow dots, imagine 3 mountains with each mountain increasing in height as you go the 1st mountain peaks at about 65% of the way up the graph the 2nd peaks at about 80% and the 3rd peaks at 90% in between the mountains are small hills that dip before the mountain",80,0.65
942,5,-L9r75H0y3AlSs7ptxi9,26-35,Wed Apr 11 2018 18:52:55 GMT-0500 (Central Daylight Time),male,1523490775584,6,17,3,39,"this pattern starts at about 40% on the left side of the box it has 3 main high points with slow dots, imagine 3 mountains with each mountain increasing in height as you go the 1st mountain peaks at about 65% of the way up the graph the 2nd peaks at about 80% and the 3rd peaks at 90% in between the mountains are small hills that dip before the mountain",82,0.75
943,5,-L9r75H0y3AlSs7ptxi9,26-35,Wed Apr 11 2018 18:52:55 GMT-0500 (Central Daylight Time),male,1523490775584,6,17,3,39,"this pattern starts at about 40% on the left side of the box it has 3 main high points with slow dots, imagine 3 mountains with each mountain increasing in height as you go the 1st mountain peaks at about 65% of the way up the graph the 2nd peaks at about 80% and the 3rd peaks at 90% in between the mountains are small hills that dip before the mountain",84,0.81
944,5,-L9r75H0y3AlSs7ptxi9,26-35,Wed Apr 11 2018 18:52:55 GMT-0500 (Central Daylight Time),male,1523490775584,6,17,3,39,"this pattern starts at about 40% on the left side of the box it has 3 main high points with slow dots, imagine 3 mountains with each mountain increasing in height as you go the 1st mountain peaks at about 65% of the way up the graph the 2nd peaks at about 80% and the 3rd peaks at 90% in between the mountains are small hills that dip before the mountain",87,0.86
945,5,-L9r75H0y3AlSs7ptxi9,26-35,Wed Apr 11 2018 18:52:55 GMT-0500 (Central Daylight Time),male,1523490775584,6,17,3,39,"this pattern starts at about 40% on the left side of the box it has 3 main high points with slow dots, imagine 3 mountains with each mountain increasing in height as you go the 1st mountain peaks at about 65% of the way up the graph the 2nd peaks at about 80% and the 3rd peaks at 90% in between the mountains are small hills that dip before the mountain",88,0.88
946,5,-L9r75H0y3AlSs7ptxi9,26-35,Wed Apr 11 2018 18:52:55 GMT-0500 (Central Daylight Time),male,1523490775584,6,17,3,39,"this pattern starts at about 40% on the left side of the box it has 3 main high points with slow dots, imagine 3 mountains with each mountain increasing in height as you go the 1st mountain peaks at about 65% of the way up the graph the 2nd peaks at about 80% and the 3rd peaks at 90% in between the mountains are small hills that dip before the mountain",91,0.89
947,5,-L9r75H0y3AlSs7ptxi9,26-35,Wed Apr 11 2018 18:52:55 GMT-0500 (Central Daylight Time),male,1523490775584,6,17,3,39,"this pattern starts at about 40% on the left side of the box it has 3 main high points with slow dots, imagine 3 mountains with each mountain increasing in height as you go the 1st mountain peaks at about 65% of the way up the graph the 2nd peaks at about 80% and the 3rd peaks at 90% in between the mountains are small hills that dip before the mountain",94,0.83
948,5,-L9r75H0y3AlSs7ptxi9,26-35,Wed Apr 11 2018 18:52:55 GMT-0500 (Central Daylight Time),male,1523490775584,6,17,3,39,"this pattern starts at about 40% on the left side of the box it has 3 main high points with slow dots, imagine 3 mountains with each mountain increasing in height as you go the 1st mountain peaks at about 65% of the way up the graph the 2nd peaks at about 80% and the 3rd peaks at 90% in between the mountains are small hills that dip before the mountain",95,0.73
949,5,-L9r75H0y3AlSs7ptxi9,26-35,Wed Apr 11 2018 18:52:55 GMT-0500 (Central Daylight Time),male,1523490775584,6,17,3,39,"this pattern starts at about 40% on the left side of the box it has 3 main high points with slow dots, imagine 3 mountains with each mountain increasing in height as you go the 1st mountain peaks at about 65% of the way up the graph the 2nd peaks at about 80% and the 3rd peaks at 90% in between the mountains are small hills that dip before the mountain",97,0.67
950,5,-L9r75H0y3AlSs7ptxi9,26-35,Wed Apr 11 2018 18:52:55 GMT-0500 (Central Daylight Time),male,1523490775584,6,17,3,39,"this pattern starts at about 40% on the left side of the box it has 3 main high points with slow dots, imagine 3 mountains with each mountain increasing in height as you go the 1st mountain peaks at about 65% of the way up the graph the 2nd peaks at about 80% and the 3rd peaks at 90% in between the mountains are small hills that dip before the mountain",99,0.61
951,5,-L9r75H0y3AlSs7ptxi9,26-35,Wed Apr 11 2018 18:52:55 GMT-0500 (Central Daylight Time),male,1523490775584,7,17,7,16,the 1st half of the pattern is an M shape after that you rise up and plateau at about a 3rd of the way up the graph then do a giant rise and fall to the end of the pattern,2,0.25
952,5,-L9r75H0y3AlSs7ptxi9,26-35,Wed Apr 11 2018 18:52:55 GMT-0500 (Central Daylight Time),male,1523490775584,7,17,7,16,the 1st half of the pattern is an M shape after that you rise up and plateau at about a 3rd of the way up the graph then do a giant rise and fall to the end of the pattern,11,0.68
953,5,-L9r75H0y3AlSs7ptxi9,26-35,Wed Apr 11 2018 18:52:55 GMT-0500 (Central Daylight Time),male,1523490775584,7,17,7,16,the 1st half of the pattern is an M shape after that you rise up and plateau at about a 3rd of the way up the graph then do a giant rise and fall to the end of the pattern,20,0.28
954,5,-L9r75H0y3AlSs7ptxi9,26-35,Wed Apr 11 2018 18:52:55 GMT-0500 (Central Daylight Time),male,1523490775584,7,17,7,16,the 1st half of the pattern is an M shape after that you rise up and plateau at about a 3rd of the way up the graph then do a giant rise and fall to the end of the pattern,28,0.68
955,5,-L9r75H0y3AlSs7ptxi9,26-35,Wed Apr 11 2018 18:52:55 GMT-0500 (Central Daylight Time),male,1523490775584,7,17,7,16,the 1st half of the pattern is an M shape after that you rise up and plateau at about a 3rd of the way up the graph then do a giant rise and fall to the end of the pattern,35,0.33
956,5,-L9r75H0y3AlSs7ptxi9,26-35,Wed Apr 11 2018 18:52:55 GMT-0500 (Central Daylight Time),male,1523490775584,7,17,7,16,the 1st half of the pattern is an M shape after that you rise up and plateau at about a 3rd of the way up the graph then do a giant rise and fall to the end of the pattern,41,0.36
957,5,-L9r75H0y3AlSs7ptxi9,26-35,Wed Apr 11 2018 18:52:55 GMT-0500 (Central Daylight Time),male,1523490775584,7,17,7,16,the 1st half of the pattern is an M shape after that you rise up and plateau at about a 3rd of the way up the graph then do a giant rise and fall to the end of the pattern,46,0.34
958,5,-L9r75H0y3AlSs7ptxi9,26-35,Wed Apr 11 2018 18:52:55 GMT-0500 (Central Daylight Time),male,1523490775584,7,17,7,16,the 1st half of the pattern is an M shape after that you rise up and plateau at about a 3rd of the way up the graph then do a giant rise and fall to the end of the pattern,52,0.35
959,5,-L9r75H0y3AlSs7ptxi9,26-35,Wed Apr 11 2018 18:52:55 GMT-0500 (Central Daylight Time),male,1523490775584,7,17,7,16,the 1st half of the pattern is an M shape after that you rise up and plateau at about a 3rd of the way up the graph then do a giant rise and fall to the end of the pattern,57,0.36
960,5,-L9r75H0y3AlSs7ptxi9,26-35,Wed Apr 11 2018 18:52:55 GMT-0500 (Central Daylight Time),male,1523490775584,7,17,7,16,the 1st half of the pattern is an M shape after that you rise up and plateau at about a 3rd of the way up the graph then do a giant rise and fall to the end of the pattern,62,0.37
961,5,-L9r75H0y3AlSs7ptxi9,26-35,Wed Apr 11 2018 18:52:55 GMT-0500 (Central Daylight Time),male,1523490775584,7,17,7,16,the 1st half of the pattern is an M shape after that you rise up and plateau at about a 3rd of the way up the graph then do a giant rise and fall to the end of the pattern,66,0.42
962,5,-L9r75H0y3AlSs7ptxi9,26-35,Wed Apr 11 2018 18:52:55 GMT-0500 (Central Daylight Time),male,1523490775584,7,17,7,16,the 1st half of the pattern is an M shape after that you rise up and plateau at about a 3rd of the way up the graph then do a giant rise and fall to the end of the pattern,68,0.5
963,5,-L9r75H0y3AlSs7ptxi9,26-35,Wed Apr 11 2018 18:52:55 GMT-0500 (Central Daylight Time),male,1523490775584,7,17,7,16,the 1st half of the pattern is an M shape after that you rise up and plateau at about a 3rd of the way up the graph then do a giant rise and fall to the end of the pattern,69,0.55
964,5,-L9r75H0y3AlSs7ptxi9,26-35,Wed Apr 11 2018 18:52:55 GMT-0500 (Central Daylight Time),male,1523490775584,7,17,7,16,the 1st half of the pattern is an M shape after that you rise up and plateau at about a 3rd of the way up the graph then do a giant rise and fall to the end of the pattern,70,0.65
965,5,-L9r75H0y3AlSs7ptxi9,26-35,Wed Apr 11 2018 18:52:55 GMT-0500 (Central Daylight Time),male,1523490775584,7,17,7,16,the 1st half of the pattern is an M shape after that you rise up and plateau at about a 3rd of the way up the graph then do a giant rise and fall to the end of the pattern,72,0.7
966,5,-L9r75H0y3AlSs7ptxi9,26-35,Wed Apr 11 2018 18:52:55 GMT-0500 (Central Daylight Time),male,1523490775584,7,17,7,16,the 1st half of the pattern is an M shape after that you rise up and plateau at about a 3rd of the way up the graph then do a giant rise and fall to the end of the pattern,74,0.82
967,5,-L9r75H0y3AlSs7ptxi9,26-35,Wed Apr 11 2018 18:52:55 GMT-0500 (Central Daylight Time),male,1523490775584,7,17,7,16,the 1st half of the pattern is an M shape after that you rise up and plateau at about a 3rd of the way up the graph then do a giant rise and fall to the end of the pattern,74,0.87
968,5,-L9r75H0y3AlSs7ptxi9,26-35,Wed Apr 11 2018 18:52:55 GMT-0500 (Central Daylight Time),male,1523490775584,7,17,7,16,the 1st half of the pattern is an M shape after that you rise up and plateau at about a 3rd of the way up the graph then do a giant rise and fall to the end of the pattern,75,0.93
969,5,-L9r75H0y3AlSs7ptxi9,26-35,Wed Apr 11 2018 18:52:55 GMT-0500 (Central Daylight Time),male,1523490775584,7,17,7,16,the 1st half of the pattern is an M shape after that you rise up and plateau at about a 3rd of the way up the graph then do a giant rise and fall to the end of the pattern,78,0.89
970,5,-L9r75H0y3AlSs7ptxi9,26-35,Wed Apr 11 2018 18:52:55 GMT-0500 (Central Daylight Time),male,1523490775584,7,17,7,16,the 1st half of the pattern is an M shape after that you rise up and plateau at about a 3rd of the way up the graph then do a giant rise and fall to the end of the pattern,79,0.81
971,5,-L9r75H0y3AlSs7ptxi9,26-35,Wed Apr 11 2018 18:52:55 GMT-0500 (Central Daylight Time),male,1523490775584,7,17,7,16,the 1st half of the pattern is an M shape after that you rise up and plateau at about a 3rd of the way up the graph then do a giant rise and fall to the end of the pattern,80,0.7
972,5,-L9r75H0y3AlSs7ptxi9,26-35,Wed Apr 11 2018 18:52:55 GMT-0500 (Central Daylight Time),male,1523490775584,7,17,7,16,the 1st half of the pattern is an M shape after that you rise up and plateau at about a 3rd of the way up the graph then do a giant rise and fall to the end of the pattern,84,0.54
973,5,-L9r75H0y3AlSs7ptxi9,26-35,Wed Apr 11 2018 18:52:55 GMT-0500 (Central Daylight Time),male,1523490775584,7,17,7,16,the 1st half of the pattern is an M shape after that you rise up and plateau at about a 3rd of the way up the graph then do a giant rise and fall to the end of the pattern,85,0.46
974,5,-L9r75H0y3AlSs7ptxi9,26-35,Wed Apr 11 2018 18:52:55 GMT-0500 (Central Daylight Time),male,1523490775584,7,17,7,16,the 1st half of the pattern is an M shape after that you rise up and plateau at about a 3rd of the way up the graph then do a giant rise and fall to the end of the pattern,87,0.4
975,5,-L9r75H0y3AlSs7ptxi9,26-35,Wed Apr 11 2018 18:52:55 GMT-0500 (Central Daylight Time),male,1523490775584,7,17,7,16,the 1st half of the pattern is an M shape after that you rise up and plateau at about a 3rd of the way up the graph then do a giant rise and fall to the end of the pattern,90,0.31
976,5,-L9r75H0y3AlSs7ptxi9,26-35,Wed Apr 11 2018 18:52:55 GMT-0500 (Central Daylight Time),male,1523490775584,7,17,7,16,the 1st half of the pattern is an M shape after that you rise up and plateau at about a 3rd of the way up the graph then do a giant rise and fall to the end of the pattern,93,0.24
977,5,-L9r75H0y3AlSs7ptxi9,26-35,Wed Apr 11 2018 18:52:55 GMT-0500 (Central Daylight Time),male,1523490775584,7,17,7,16,the 1st half of the pattern is an M shape after that you rise up and plateau at about a 3rd of the way up the graph then do a giant rise and fall to the end of the pattern,95,0.21
978,5,-L9r75H0y3AlSs7ptxi9,26-35,Wed Apr 11 2018 18:52:55 GMT-0500 (Central Daylight Time),male,1523490775584,7,17,7,16,the 1st half of the pattern is an M shape after that you rise up and plateau at about a 3rd of the way up the graph then do a giant rise and fall to the end of the pattern,97,0.16
979,5,-L9r75H0y3AlSs7ptxi9,26-35,Wed Apr 11 2018 18:52:55 GMT-0500 (Central Daylight Time),male,1523490775584,7,17,7,16,the 1st half of the pattern is an M shape after that you rise up and plateau at about a 3rd of the way up the graph then do a giant rise and fall to the end of the pattern,99,0.13
980,6,-L9r77e4GABvJaBKihi7,26-35,Wed Apr 11 2018 16:53:04 GMT-0700 (Pacific Daylight Time),female,1523490784379,2,3,4,30,"A jagged heartbeat like wave, repeats a pattern that trends lower over time. Starting at halfway goes up a quarter and then peters out a little still going up and then goes more up until somewhat close to top. Dives down closer to bottom but not close to all the way down, comes back up and repeats 5 times.",2,0.49
981,6,-L9r77e4GABvJaBKihi7,26-35,Wed Apr 11 2018 16:53:04 GMT-0700 (Pacific Daylight Time),female,1523490784379,2,3,4,30,"A jagged heartbeat like wave, repeats a pattern that trends lower over time. Starting at halfway goes up a quarter and then peters out a little still going up and then goes more up until somewhat close to top. Dives down closer to bottom but not close to all the way down, comes back up and repeats 5 times.",4,0.52
982,6,-L9r77e4GABvJaBKihi7,26-35,Wed Apr 11 2018 16:53:04 GMT-0700 (Pacific Daylight Time),female,1523490784379,2,3,4,30,"A jagged heartbeat like wave, repeats a pattern that trends lower over time. Starting at halfway goes up a quarter and then peters out a little still going up and then goes more up until somewhat close to top. Dives down closer to bottom but not close to all the way down, comes back up and repeats 5 times.",7,0.5
983,6,-L9r77e4GABvJaBKihi7,26-35,Wed Apr 11 2018 16:53:04 GMT-0700 (Pacific Daylight Time),female,1523490784379,2,3,4,30,"A jagged heartbeat like wave, repeats a pattern that trends lower over time. Starting at halfway goes up a quarter and then peters out a little still going up and then goes more up until somewhat close to top. Dives down closer to bottom but not close to all the way down, comes back up and repeats 5 times.",9,0.52
984,6,-L9r77e4GABvJaBKihi7,26-35,Wed Apr 11 2018 16:53:04 GMT-0700 (Pacific Daylight Time),female,1523490784379,2,3,4,30,"A jagged heartbeat like wave, repeats a pattern that trends lower over time. Starting at halfway goes up a quarter and then peters out a little still going up and then goes more up until somewhat close to top. Dives down closer to bottom but not close to all the way down, comes back up and repeats 5 times.",10,0.48
985,6,-L9r77e4GABvJaBKihi7,26-35,Wed Apr 11 2018 16:53:04 GMT-0700 (Pacific Daylight Time),female,1523490784379,2,3,4,30,"A jagged heartbeat like wave, repeats a pattern that trends lower over time. Starting at halfway goes up a quarter and then peters out a little still going up and then goes more up until somewhat close to top. Dives down closer to bottom but not close to all the way down, comes back up and repeats 5 times.",13,0.53
986,6,-L9r77e4GABvJaBKihi7,26-35,Wed Apr 11 2018 16:53:04 GMT-0700 (Pacific Daylight Time),female,1523490784379,2,3,4,30,"A jagged heartbeat like wave, repeats a pattern that trends lower over time. Starting at halfway goes up a quarter and then peters out a little still going up and then goes more up until somewhat close to top. Dives down closer to bottom but not close to all the way down, comes back up and repeats 5 times.",15,0.49
987,6,-L9r77e4GABvJaBKihi7,26-35,Wed Apr 11 2018 16:53:04 GMT-0700 (Pacific Daylight Time),female,1523490784379,2,3,4,30,"A jagged heartbeat like wave, repeats a pattern that trends lower over time. Starting at halfway goes up a quarter and then peters out a little still going up and then goes more up until somewhat close to top. Dives down closer to bottom but not close to all the way down, comes back up and repeats 5 times.",18,0.53
988,6,-L9r77e4GABvJaBKihi7,26-35,Wed Apr 11 2018 16:53:04 GMT-0700 (Pacific Daylight Time),female,1523490784379,2,3,4,30,"A jagged heartbeat like wave, repeats a pattern that trends lower over time. Starting at halfway goes up a quarter and then peters out a little still going up and then goes more up until somewhat close to top. Dives down closer to bottom but not close to all the way down, comes back up and repeats 5 times.",17,0.51
989,6,-L9r77e4GABvJaBKihi7,26-35,Wed Apr 11 2018 16:53:04 GMT-0700 (Pacific Daylight Time),female,1523490784379,2,3,4,30,"A jagged heartbeat like wave, repeats a pattern that trends lower over time. Starting at halfway goes up a quarter and then peters out a little still going up and then goes more up until somewhat close to top. Dives down closer to bottom but not close to all the way down, comes back up and repeats 5 times.",20,0.56
990,6,-L9r77e4GABvJaBKihi7,26-35,Wed Apr 11 2018 16:53:04 GMT-0700 (Pacific Daylight Time),female,1523490784379,2,3,4,30,"A jagged heartbeat like wave, repeats a pattern that trends lower over time. Starting at halfway goes up a quarter and then peters out a little still going up and then goes more up until somewhat close to top. Dives down closer to bottom but not close to all the way down, comes back up and repeats 5 times.",21,0.52
991,6,-L9r77e4GABvJaBKihi7,26-35,Wed Apr 11 2018 16:53:04 GMT-0700 (Pacific Daylight Time),female,1523490784379,2,3,4,30,"A jagged heartbeat like wave, repeats a pattern that trends lower over time. Starting at halfway goes up a quarter and then peters out a little still going up and then goes more up until somewhat close to top. Dives down closer to bottom but not close to all the way down, comes back up and repeats 5 times.",23,0.47
992,6,-L9r77e4GABvJaBKihi7,26-35,Wed Apr 11 2018 16:53:04 GMT-0700 (Pacific Daylight Time),female,1523490784379,2,3,4,30,"A jagged heartbeat like wave, repeats a pattern that trends lower over time. Starting at halfway goes up a quarter and then peters out a little still going up and then goes more up until somewhat close to top. Dives down closer to bottom but not close to all the way down, comes back up and repeats 5 times.",28,0.49
993,6,-L9r77e4GABvJaBKihi7,26-35,Wed Apr 11 2018 16:53:04 GMT-0700 (Pacific Daylight Time),female,1523490784379,2,3,4,30,"A jagged heartbeat like wave, repeats a pattern that trends lower over time. Starting at halfway goes up a quarter and then peters out a little still going up and then goes more up until somewhat close to top. Dives down closer to bottom but not close to all the way down, comes back up and repeats 5 times.",31,0.56
994,6,-L9r77e4GABvJaBKihi7,26-35,Wed Apr 11 2018 16:53:04 GMT-0700 (Pacific Daylight Time),female,1523490784379,2,3,4,30,"A jagged heartbeat like wave, repeats a pattern that trends lower over time. Starting at halfway goes up a quarter and then peters out a little still going up and then goes more up until somewhat close to top. Dives down closer to bottom but not close to all the way down, comes back up and repeats 5 times.",34,0.51
995,6,-L9r77e4GABvJaBKihi7,26-35,Wed Apr 11 2018 16:53:04 GMT-0700 (Pacific Daylight Time),female,1523490784379,2,3,4,30,"A jagged heartbeat like wave, repeats a pattern that trends lower over time. Starting at halfway goes up a quarter and then peters out a little still going up and then goes more up until somewhat close to top. Dives down closer to bottom but not close to all the way down, comes back up and repeats 5 times.",37,0.49
996,6,-L9r77e4GABvJaBKihi7,26-35,Wed Apr 11 2018 16:53:04 GMT-0700 (Pacific Daylight Time),female,1523490784379,2,3,4,30,"A jagged heartbeat like wave, repeats a pattern that trends lower over time. Starting at halfway goes up a quarter and then peters out a little still going up and then goes more up until somewhat close to top. Dives down closer to bottom but not close to all the way down, comes back up and repeats 5 times.",39,0.55
997,6,-L9r77e4GABvJaBKihi7,26-35,Wed Apr 11 2018 16:53:04 GMT-0700 (Pacific Daylight Time),female,1523490784379,2,3,4,30,"A jagged heartbeat like wave, repeats a pattern that trends lower over time. Starting at halfway goes up a quarter and then peters out a little still going up and then goes more up until somewhat close to top. Dives down closer to bottom but not close to all the way down, comes back up and repeats 5 times.",43,0.47
