,pid,external_pid,age_range,full_date,gender,unix_epoch,page_index,shown_description_pid,shown_description_page_index,shown_description_plot_id,shown_description_description,x,y
0,0,-L9r4FVYGrdkV9glyeXR,26-35,Wed Apr 11 2018 19:40:31 GMT-0400 (EDT),male,1523490031737,2,14,3,16,"This could be described as a sine wave with a slight variance near the end. Starting at the bottom move up about halfway, then down a row, then up a row, then back down in a sine wave pattern. Then up to the first row and back down to the third row.",8,0.17
1,0,-L9r4FVYGrdkV9glyeXR,26-35,Wed Apr 11 2018 19:40:31 GMT-0400 (EDT),male,1523490031737,2,14,3,16,"This could be described as a sine wave with a slight variance near the end. Starting at the bottom move up about halfway, then down a row, then up a row, then back down in a sine wave pattern. Then up to the first row and back down to the third row.",34,0.42
2,0,-L9r4FVYGrdkV9glyeXR,26-35,Wed Apr 11 2018 19:40:31 GMT-0400 (EDT),male,1523490031737,2,14,3,16,"This could be described as a sine wave with a slight variance near the end. Starting at the bottom move up about halfway, then down a row, then up a row, then back down in a sine wave pattern. Then up to the first row and back down to the third row.",54,0.59
3,0,-L9r4FVYGrdkV9glyeXR,26-35,Wed Apr 11 2018 19:40:31 GMT-0400 (EDT),male,1523490031737,2,14,3,16,"This could be described as a sine wave with a slight variance near the end. Starting at the bottom move up about halfway, then down a row, then up a row, then back down in a sine wave pattern. Then up to the first row and back down to the third row.",82,0.78
4,0,-L9r4FVYGrdkV9glyeXR,26-35,Wed Apr 11 2018 19:40:31 GMT-0400 (EDT),male,1523490031737,2,14,3,16,"This could be described as a sine wave with a slight variance near the end. Starting at the bottom move up about halfway, then down a row, then up a row, then back down in a sine wave pattern. Then up to the first row and back down to the third row.",95,0.89
5,0,-L9r4FVYGrdkV9glyeXR,26-35,Wed Apr 11 2018 19:40:31 GMT-0400 (EDT),male,1523490031737,3,14,7,9,"This graph is almost polynomial in nature. Assuming you have a 4x4 grid, start at the left edge of the 3rd row, 1st column. Then dip to the 4th row 1st column, then rise to the 2nd row 2nd column, then dip to the 3rd row 3rd column, then rise to the 1st row 3rd column, then dip to the 4th row third column, then rise to the 1st row 4th column.",6,0.06
6,0,-L9r4FVYGrdkV9glyeXR,26-35,Wed Apr 11 2018 19:40:31 GMT-0400 (EDT),male,1523490031737,3,14,7,9,"This graph is almost polynomial in nature. Assuming you have a 4x4 grid, start at the left edge of the 3rd row, 1st column. Then dip to the 4th row 1st column, then rise to the 2nd row 2nd column, then dip to the 3rd row 3rd column, then rise to the 1st row 3rd column, then dip to the 4th row third column, then rise to the 1st row 4th column.",37,0.39
7,0,-L9r4FVYGrdkV9glyeXR,26-35,Wed Apr 11 2018 19:40:31 GMT-0400 (EDT),male,1523490031737,3,14,7,9,"This graph is almost polynomial in nature. Assuming you have a 4x4 grid, start at the left edge of the 3rd row, 1st column. Then dip to the 4th row 1st column, then rise to the 2nd row 2nd column, then dip to the 3rd row 3rd column, then rise to the 1st row 3rd column, then dip to the 4th row third column, then rise to the 1st row 4th column.",61,0.55
8,0,-L9r4FVYGrdkV9glyeXR,26-35,Wed Apr 11 2018 19:40:31 GMT-0400 (EDT),male,1523490031737,3,14,7,9,"This graph is almost polynomial in nature. Assuming you have a 4x4 grid, start at the left edge of the 3rd row, 1st column. Then dip to the 4th row 1st column, then rise to the 2nd row 2nd column, then dip to the 3rd row 3rd column, then rise to the 1st row 3rd column, then dip to the 4th row third column, then rise to the 1st row 4th column.",96,0.79
9,0,-L9r4FVYGrdkV9glyeXR,26-35,Wed Apr 11 2018 19:40:31 GMT-0400 (EDT),male,1523490031737,3,14,7,9,"This graph is almost polynomial in nature. Assuming you have a 4x4 grid, start at the left edge of the 3rd row, 1st column. Then dip to the 4th row 1st column, then rise to the 2nd row 2nd column, then dip to the 3rd row 3rd column, then rise to the 1st row 3rd column, then dip to the 4th row third column, then rise to the 1st row 4th column.",99,0.86
10,0,-L9r4FVYGrdkV9glyeXR,26-35,Wed Apr 11 2018 19:40:31 GMT-0400 (EDT),male,1523490031737,4,14,2,22,"I suppose this could best be described as mostly a polynomial function with rises and dips using dots instead of solid lines. Assuming your graph has 4 rows and 4 columns, your starting point would be the middle of the left most side of the third row. That is, it starts on the line. After that it moves in and up, then down, then up, then down wave pattern until the 3rd column where the waves start to become smaller and smaller until they look almost like a straight line of dots.",3,0.1
11,0,-L9r4FVYGrdkV9glyeXR,26-35,Wed Apr 11 2018 19:40:31 GMT-0400 (EDT),male,1523490031737,4,14,2,22,"I suppose this could best be described as mostly a polynomial function with rises and dips using dots instead of solid lines. Assuming your graph has 4 rows and 4 columns, your starting point would be the middle of the left most side of the third row. That is, it starts on the line. After that it moves in and up, then down, then up, then down wave pattern until the 3rd column where the waves start to become smaller and smaller until they look almost like a straight line of dots.",19,0.27
12,0,-L9r4FVYGrdkV9glyeXR,26-35,Wed Apr 11 2018 19:40:31 GMT-0400 (EDT),male,1523490031737,4,14,2,22,"I suppose this could best be described as mostly a polynomial function with rises and dips using dots instead of solid lines. Assuming your graph has 4 rows and 4 columns, your starting point would be the middle of the left most side of the third row. That is, it starts on the line. After that it moves in and up, then down, then up, then down wave pattern until the 3rd column where the waves start to become smaller and smaller until they look almost like a straight line of dots.",52,0.59
13,0,-L9r4FVYGrdkV9glyeXR,26-35,Wed Apr 11 2018 19:40:31 GMT-0400 (EDT),male,1523490031737,4,14,2,22,"I suppose this could best be described as mostly a polynomial function with rises and dips using dots instead of solid lines. Assuming your graph has 4 rows and 4 columns, your starting point would be the middle of the left most side of the third row. That is, it starts on the line. After that it moves in and up, then down, then up, then down wave pattern until the 3rd column where the waves start to become smaller and smaller until they look almost like a straight line of dots.",74,0.79
14,0,-L9r4FVYGrdkV9glyeXR,26-35,Wed Apr 11 2018 19:40:31 GMT-0400 (EDT),male,1523490031737,4,14,2,22,"I suppose this could best be described as mostly a polynomial function with rises and dips using dots instead of solid lines. Assuming your graph has 4 rows and 4 columns, your starting point would be the middle of the left most side of the third row. That is, it starts on the line. After that it moves in and up, then down, then up, then down wave pattern until the 3rd column where the waves start to become smaller and smaller until they look almost like a straight line of dots.",92,0.9
15,0,-L9r4FVYGrdkV9glyeXR,26-35,Wed Apr 11 2018 19:40:31 GMT-0400 (EDT),male,1523490031737,4,14,2,22,"I suppose this could best be described as mostly a polynomial function with rises and dips using dots instead of solid lines. Assuming your graph has 4 rows and 4 columns, your starting point would be the middle of the left most side of the third row. That is, it starts on the line. After that it moves in and up, then down, then up, then down wave pattern until the 3rd column where the waves start to become smaller and smaller until they look almost like a straight line of dots.",98,0.94
16,0,-L9r4FVYGrdkV9glyeXR,26-35,Wed Apr 11 2018 19:40:31 GMT-0400 (EDT),male,1523490031737,5,14,4,31,"This is a sine wave where each section repeats after the other, but does so while moving up the graph. So, starting at the bottom (4th row 1st column) dip down then up a little (in the same row/column) then go straight a few millimeters, then up to the 3rd row of the first column then down (in the same row/column) then up and repeat.",5,0.05
17,0,-L9r4FVYGrdkV9glyeXR,26-35,Wed Apr 11 2018 19:40:31 GMT-0400 (EDT),male,1523490031737,5,14,4,31,"This is a sine wave where each section repeats after the other, but does so while moving up the graph. So, starting at the bottom (4th row 1st column) dip down then up a little (in the same row/column) then go straight a few millimeters, then up to the 3rd row of the first column then down (in the same row/column) then up and repeat.",21,0.22
18,0,-L9r4FVYGrdkV9glyeXR,26-35,Wed Apr 11 2018 19:40:31 GMT-0400 (EDT),male,1523490031737,5,14,4,31,"This is a sine wave where each section repeats after the other, but does so while moving up the graph. So, starting at the bottom (4th row 1st column) dip down then up a little (in the same row/column) then go straight a few millimeters, then up to the 3rd row of the first column then down (in the same row/column) then up and repeat.",33,0.36
19,0,-L9r4FVYGrdkV9glyeXR,26-35,Wed Apr 11 2018 19:40:31 GMT-0400 (EDT),male,1523490031737,5,14,4,31,"This is a sine wave where each section repeats after the other, but does so while moving up the graph. So, starting at the bottom (4th row 1st column) dip down then up a little (in the same row/column) then go straight a few millimeters, then up to the 3rd row of the first column then down (in the same row/column) then up and repeat.",49,0.5
20,0,-L9r4FVYGrdkV9glyeXR,26-35,Wed Apr 11 2018 19:40:31 GMT-0400 (EDT),male,1523490031737,5,14,4,31,"This is a sine wave where each section repeats after the other, but does so while moving up the graph. So, starting at the bottom (4th row 1st column) dip down then up a little (in the same row/column) then go straight a few millimeters, then up to the 3rd row of the first column then down (in the same row/column) then up and repeat.",69,0.68
21,0,-L9r4FVYGrdkV9glyeXR,26-35,Wed Apr 11 2018 19:40:31 GMT-0400 (EDT),male,1523490031737,5,14,4,31,"This is a sine wave where each section repeats after the other, but does so while moving up the graph. So, starting at the bottom (4th row 1st column) dip down then up a little (in the same row/column) then go straight a few millimeters, then up to the 3rd row of the first column then down (in the same row/column) then up and repeat.",79,0.76
22,0,-L9r4FVYGrdkV9glyeXR,26-35,Wed Apr 11 2018 19:40:31 GMT-0400 (EDT),male,1523490031737,5,14,4,31,"This is a sine wave where each section repeats after the other, but does so while moving up the graph. So, starting at the bottom (4th row 1st column) dip down then up a little (in the same row/column) then go straight a few millimeters, then up to the 3rd row of the first column then down (in the same row/column) then up and repeat.",91,0.88
23,0,-L9r4FVYGrdkV9glyeXR,26-35,Wed Apr 11 2018 19:40:31 GMT-0400 (EDT),male,1523490031737,5,14,4,31,"This is a sine wave where each section repeats after the other, but does so while moving up the graph. So, starting at the bottom (4th row 1st column) dip down then up a little (in the same row/column) then go straight a few millimeters, then up to the 3rd row of the first column then down (in the same row/column) then up and repeat.",97,0.92
24,0,-L9r4FVYGrdkV9glyeXR,26-35,Wed Apr 11 2018 19:40:31 GMT-0400 (EDT),male,1523490031737,6,14,5,1,"This graph starts out rising slowly in the 2nd row 1st column, then dips heavily down to the 4th row in the 1st column, then rises up rapidly to the first row of the second column, then dips down to the 2nd row of the 2nd column, then rises to the first row of the third column, then does a slight wave downward.",2,0.04
25,0,-L9r4FVYGrdkV9glyeXR,26-35,Wed Apr 11 2018 19:40:31 GMT-0400 (EDT),male,1523490031737,6,14,5,1,"This graph starts out rising slowly in the 2nd row 1st column, then dips heavily down to the 4th row in the 1st column, then rises up rapidly to the first row of the second column, then dips down to the 2nd row of the 2nd column, then rises to the first row of the third column, then does a slight wave downward.",12,0.12
26,0,-L9r4FVYGrdkV9glyeXR,26-35,Wed Apr 11 2018 19:40:31 GMT-0400 (EDT),male,1523490031737,6,14,5,1,"This graph starts out rising slowly in the 2nd row 1st column, then dips heavily down to the 4th row in the 1st column, then rises up rapidly to the first row of the second column, then dips down to the 2nd row of the 2nd column, then rises to the first row of the third column, then does a slight wave downward.",36,0.31
27,0,-L9r4FVYGrdkV9glyeXR,26-35,Wed Apr 11 2018 19:40:31 GMT-0400 (EDT),male,1523490031737,6,14,5,1,"This graph starts out rising slowly in the 2nd row 1st column, then dips heavily down to the 4th row in the 1st column, then rises up rapidly to the first row of the second column, then dips down to the 2nd row of the 2nd column, then rises to the first row of the third column, then does a slight wave downward.",62,0.53
28,0,-L9r4FVYGrdkV9glyeXR,26-35,Wed Apr 11 2018 19:40:31 GMT-0400 (EDT),male,1523490031737,6,14,5,1,"This graph starts out rising slowly in the 2nd row 1st column, then dips heavily down to the 4th row in the 1st column, then rises up rapidly to the first row of the second column, then dips down to the 2nd row of the 2nd column, then rises to the first row of the third column, then does a slight wave downward.",74,0.42
29,0,-L9r4FVYGrdkV9glyeXR,26-35,Wed Apr 11 2018 19:40:31 GMT-0400 (EDT),male,1523490031737,6,14,5,1,"This graph starts out rising slowly in the 2nd row 1st column, then dips heavily down to the 4th row in the 1st column, then rises up rapidly to the first row of the second column, then dips down to the 2nd row of the 2nd column, then rises to the first row of the third column, then does a slight wave downward.",67,0.3
30,0,-L9r4FVYGrdkV9glyeXR,26-35,Wed Apr 11 2018 19:40:31 GMT-0400 (EDT),male,1523490031737,6,14,5,1,"This graph starts out rising slowly in the 2nd row 1st column, then dips heavily down to the 4th row in the 1st column, then rises up rapidly to the first row of the second column, then dips down to the 2nd row of the 2nd column, then rises to the first row of the third column, then does a slight wave downward.",55,0.4
31,0,-L9r4FVYGrdkV9glyeXR,26-35,Wed Apr 11 2018 19:40:31 GMT-0400 (EDT),male,1523490031737,6,14,5,1,"This graph starts out rising slowly in the 2nd row 1st column, then dips heavily down to the 4th row in the 1st column, then rises up rapidly to the first row of the second column, then dips down to the 2nd row of the 2nd column, then rises to the first row of the third column, then does a slight wave downward.",57,0.59
32,0,-L9r4FVYGrdkV9glyeXR,26-35,Wed Apr 11 2018 19:40:31 GMT-0400 (EDT),male,1523490031737,6,14,5,1,"This graph starts out rising slowly in the 2nd row 1st column, then dips heavily down to the 4th row in the 1st column, then rises up rapidly to the first row of the second column, then dips down to the 2nd row of the 2nd column, then rises to the first row of the third column, then does a slight wave downward.",64,0.62
33,0,-L9r4FVYGrdkV9glyeXR,26-35,Wed Apr 11 2018 19:40:31 GMT-0400 (EDT),male,1523490031737,6,14,5,1,"This graph starts out rising slowly in the 2nd row 1st column, then dips heavily down to the 4th row in the 1st column, then rises up rapidly to the first row of the second column, then dips down to the 2nd row of the 2nd column, then rises to the first row of the third column, then does a slight wave downward.",43,0.54
34,0,-L9r4FVYGrdkV9glyeXR,26-35,Wed Apr 11 2018 19:40:31 GMT-0400 (EDT),male,1523490031737,6,14,5,1,"This graph starts out rising slowly in the 2nd row 1st column, then dips heavily down to the 4th row in the 1st column, then rises up rapidly to the first row of the second column, then dips down to the 2nd row of the 2nd column, then rises to the first row of the third column, then does a slight wave downward.",46,0.33
35,0,-L9r4FVYGrdkV9glyeXR,26-35,Wed Apr 11 2018 19:40:31 GMT-0400 (EDT),male,1523490031737,6,14,5,1,"This graph starts out rising slowly in the 2nd row 1st column, then dips heavily down to the 4th row in the 1st column, then rises up rapidly to the first row of the second column, then dips down to the 2nd row of the 2nd column, then rises to the first row of the third column, then does a slight wave downward.",51,0.36
36,0,-L9r4FVYGrdkV9glyeXR,26-35,Wed Apr 11 2018 19:40:31 GMT-0400 (EDT),male,1523490031737,6,14,5,1,"This graph starts out rising slowly in the 2nd row 1st column, then dips heavily down to the 4th row in the 1st column, then rises up rapidly to the first row of the second column, then dips down to the 2nd row of the 2nd column, then rises to the first row of the third column, then does a slight wave downward.",57,0.35
37,0,-L9r4FVYGrdkV9glyeXR,26-35,Wed Apr 11 2018 19:40:31 GMT-0400 (EDT),male,1523490031737,6,14,5,1,"This graph starts out rising slowly in the 2nd row 1st column, then dips heavily down to the 4th row in the 1st column, then rises up rapidly to the first row of the second column, then dips down to the 2nd row of the 2nd column, then rises to the first row of the third column, then does a slight wave downward.",23,0.22
38,0,-L9r4FVYGrdkV9glyeXR,26-35,Wed Apr 11 2018 19:40:31 GMT-0400 (EDT),male,1523490031737,6,14,5,1,"This graph starts out rising slowly in the 2nd row 1st column, then dips heavily down to the 4th row in the 1st column, then rises up rapidly to the first row of the second column, then dips down to the 2nd row of the 2nd column, then rises to the first row of the third column, then does a slight wave downward.",8,0.34
39,0,-L9r4FVYGrdkV9glyeXR,26-35,Wed Apr 11 2018 19:40:31 GMT-0400 (EDT),male,1523490031737,6,14,5,1,"This graph starts out rising slowly in the 2nd row 1st column, then dips heavily down to the 4th row in the 1st column, then rises up rapidly to the first row of the second column, then dips down to the 2nd row of the 2nd column, then rises to the first row of the third column, then does a slight wave downward.",13,0.44
40,0,-L9r4FVYGrdkV9glyeXR,26-35,Wed Apr 11 2018 19:40:31 GMT-0400 (EDT),male,1523490031737,6,14,5,1,"This graph starts out rising slowly in the 2nd row 1st column, then dips heavily down to the 4th row in the 1st column, then rises up rapidly to the first row of the second column, then dips down to the 2nd row of the 2nd column, then rises to the first row of the third column, then does a slight wave downward.",18,0.5
41,0,-L9r4FVYGrdkV9glyeXR,26-35,Wed Apr 11 2018 19:40:31 GMT-0400 (EDT),male,1523490031737,6,14,5,1,"This graph starts out rising slowly in the 2nd row 1st column, then dips heavily down to the 4th row in the 1st column, then rises up rapidly to the first row of the second column, then dips down to the 2nd row of the 2nd column, then rises to the first row of the third column, then does a slight wave downward.",7,0.43
42,0,-L9r4FVYGrdkV9glyeXR,26-35,Wed Apr 11 2018 19:40:31 GMT-0400 (EDT),male,1523490031737,6,14,5,1,"This graph starts out rising slowly in the 2nd row 1st column, then dips heavily down to the 4th row in the 1st column, then rises up rapidly to the first row of the second column, then dips down to the 2nd row of the 2nd column, then rises to the first row of the third column, then does a slight wave downward.",13,0.57
43,0,-L9r4FVYGrdkV9glyeXR,26-35,Wed Apr 11 2018 19:40:31 GMT-0400 (EDT),male,1523490031737,6,14,5,1,"This graph starts out rising slowly in the 2nd row 1st column, then dips heavily down to the 4th row in the 1st column, then rises up rapidly to the first row of the second column, then dips down to the 2nd row of the 2nd column, then rises to the first row of the third column, then does a slight wave downward.",29,0.61
44,0,-L9r4FVYGrdkV9glyeXR,26-35,Wed Apr 11 2018 19:40:31 GMT-0400 (EDT),male,1523490031737,6,14,5,1,"This graph starts out rising slowly in the 2nd row 1st column, then dips heavily down to the 4th row in the 1st column, then rises up rapidly to the first row of the second column, then dips down to the 2nd row of the 2nd column, then rises to the first row of the third column, then does a slight wave downward.",28,0.45
45,0,-L9r4FVYGrdkV9glyeXR,26-35,Wed Apr 11 2018 19:40:31 GMT-0400 (EDT),male,1523490031737,6,14,5,1,"This graph starts out rising slowly in the 2nd row 1st column, then dips heavily down to the 4th row in the 1st column, then rises up rapidly to the first row of the second column, then dips down to the 2nd row of the 2nd column, then rises to the first row of the third column, then does a slight wave downward.",26,0.38
46,0,-L9r4FVYGrdkV9glyeXR,26-35,Wed Apr 11 2018 19:40:31 GMT-0400 (EDT),male,1523490031737,6,14,5,1,"This graph starts out rising slowly in the 2nd row 1st column, then dips heavily down to the 4th row in the 1st column, then rises up rapidly to the first row of the second column, then dips down to the 2nd row of the 2nd column, then rises to the first row of the third column, then does a slight wave downward.",31,0.36
47,0,-L9r4FVYGrdkV9glyeXR,26-35,Wed Apr 11 2018 19:40:31 GMT-0400 (EDT),male,1523490031737,6,14,5,1,"This graph starts out rising slowly in the 2nd row 1st column, then dips heavily down to the 4th row in the 1st column, then rises up rapidly to the first row of the second column, then dips down to the 2nd row of the 2nd column, then rises to the first row of the third column, then does a slight wave downward.",42,0.47
48,0,-L9r4FVYGrdkV9glyeXR,26-35,Wed Apr 11 2018 19:40:31 GMT-0400 (EDT),male,1523490031737,6,14,5,1,"This graph starts out rising slowly in the 2nd row 1st column, then dips heavily down to the 4th row in the 1st column, then rises up rapidly to the first row of the second column, then dips down to the 2nd row of the 2nd column, then rises to the first row of the third column, then does a slight wave downward.",49,0.51
49,0,-L9r4FVYGrdkV9glyeXR,26-35,Wed Apr 11 2018 19:40:31 GMT-0400 (EDT),male,1523490031737,6,14,5,1,"This graph starts out rising slowly in the 2nd row 1st column, then dips heavily down to the 4th row in the 1st column, then rises up rapidly to the first row of the second column, then dips down to the 2nd row of the 2nd column, then rises to the first row of the third column, then does a slight wave downward.",49,0.42
50,0,-L9r4FVYGrdkV9glyeXR,26-35,Wed Apr 11 2018 19:40:31 GMT-0400 (EDT),male,1523490031737,6,14,5,1,"This graph starts out rising slowly in the 2nd row 1st column, then dips heavily down to the 4th row in the 1st column, then rises up rapidly to the first row of the second column, then dips down to the 2nd row of the 2nd column, then rises to the first row of the third column, then does a slight wave downward.",53,0.25
51,0,-L9r4FVYGrdkV9glyeXR,26-35,Wed Apr 11 2018 19:40:31 GMT-0400 (EDT),male,1523490031737,6,14,5,1,"This graph starts out rising slowly in the 2nd row 1st column, then dips heavily down to the 4th row in the 1st column, then rises up rapidly to the first row of the second column, then dips down to the 2nd row of the 2nd column, then rises to the first row of the third column, then does a slight wave downward.",57,0.2
52,0,-L9r4FVYGrdkV9glyeXR,26-35,Wed Apr 11 2018 19:40:31 GMT-0400 (EDT),male,1523490031737,6,14,5,1,"This graph starts out rising slowly in the 2nd row 1st column, then dips heavily down to the 4th row in the 1st column, then rises up rapidly to the first row of the second column, then dips down to the 2nd row of the 2nd column, then rises to the first row of the third column, then does a slight wave downward.",64,0.21
53,0,-L9r4FVYGrdkV9glyeXR,26-35,Wed Apr 11 2018 19:40:31 GMT-0400 (EDT),male,1523490031737,6,14,5,1,"This graph starts out rising slowly in the 2nd row 1st column, then dips heavily down to the 4th row in the 1st column, then rises up rapidly to the first row of the second column, then dips down to the 2nd row of the 2nd column, then rises to the first row of the third column, then does a slight wave downward.",59,0.13
54,0,-L9r4FVYGrdkV9glyeXR,26-35,Wed Apr 11 2018 19:40:31 GMT-0400 (EDT),male,1523490031737,6,14,5,1,"This graph starts out rising slowly in the 2nd row 1st column, then dips heavily down to the 4th row in the 1st column, then rises up rapidly to the first row of the second column, then dips down to the 2nd row of the 2nd column, then rises to the first row of the third column, then does a slight wave downward.",45,0.18
55,0,-L9r4FVYGrdkV9glyeXR,26-35,Wed Apr 11 2018 19:40:31 GMT-0400 (EDT),male,1523490031737,6,14,5,1,"This graph starts out rising slowly in the 2nd row 1st column, then dips heavily down to the 4th row in the 1st column, then rises up rapidly to the first row of the second column, then dips down to the 2nd row of the 2nd column, then rises to the first row of the third column, then does a slight wave downward.",39,0.18
56,0,-L9r4FVYGrdkV9glyeXR,26-35,Wed Apr 11 2018 19:40:31 GMT-0400 (EDT),male,1523490031737,6,14,5,1,"This graph starts out rising slowly in the 2nd row 1st column, then dips heavily down to the 4th row in the 1st column, then rises up rapidly to the first row of the second column, then dips down to the 2nd row of the 2nd column, then rises to the first row of the third column, then does a slight wave downward.",37,0.19
57,0,-L9r4FVYGrdkV9glyeXR,26-35,Wed Apr 11 2018 19:40:31 GMT-0400 (EDT),male,1523490031737,6,14,5,1,"This graph starts out rising slowly in the 2nd row 1st column, then dips heavily down to the 4th row in the 1st column, then rises up rapidly to the first row of the second column, then dips down to the 2nd row of the 2nd column, then rises to the first row of the third column, then does a slight wave downward.",76,0.58
58,0,-L9r4FVYGrdkV9glyeXR,26-35,Wed Apr 11 2018 19:40:31 GMT-0400 (EDT),male,1523490031737,6,14,5,1,"This graph starts out rising slowly in the 2nd row 1st column, then dips heavily down to the 4th row in the 1st column, then rises up rapidly to the first row of the second column, then dips down to the 2nd row of the 2nd column, then rises to the first row of the third column, then does a slight wave downward.",78,0.4
59,0,-L9r4FVYGrdkV9glyeXR,26-35,Wed Apr 11 2018 19:40:31 GMT-0400 (EDT),male,1523490031737,6,14,5,1,"This graph starts out rising slowly in the 2nd row 1st column, then dips heavily down to the 4th row in the 1st column, then rises up rapidly to the first row of the second column, then dips down to the 2nd row of the 2nd column, then rises to the first row of the third column, then does a slight wave downward.",77,0.22
60,0,-L9r4FVYGrdkV9glyeXR,26-35,Wed Apr 11 2018 19:40:31 GMT-0400 (EDT),male,1523490031737,6,14,5,1,"This graph starts out rising slowly in the 2nd row 1st column, then dips heavily down to the 4th row in the 1st column, then rises up rapidly to the first row of the second column, then dips down to the 2nd row of the 2nd column, then rises to the first row of the third column, then does a slight wave downward.",62,0.04
61,0,-L9r4FVYGrdkV9glyeXR,26-35,Wed Apr 11 2018 19:40:31 GMT-0400 (EDT),male,1523490031737,6,14,5,1,"This graph starts out rising slowly in the 2nd row 1st column, then dips heavily down to the 4th row in the 1st column, then rises up rapidly to the first row of the second column, then dips down to the 2nd row of the 2nd column, then rises to the first row of the third column, then does a slight wave downward.",64,0.07
62,0,-L9r4FVYGrdkV9glyeXR,26-35,Wed Apr 11 2018 19:40:31 GMT-0400 (EDT),male,1523490031737,6,14,5,1,"This graph starts out rising slowly in the 2nd row 1st column, then dips heavily down to the 4th row in the 1st column, then rises up rapidly to the first row of the second column, then dips down to the 2nd row of the 2nd column, then rises to the first row of the third column, then does a slight wave downward.",64,0.46
63,0,-L9r4FVYGrdkV9glyeXR,26-35,Wed Apr 11 2018 19:40:31 GMT-0400 (EDT),male,1523490031737,6,14,5,1,"This graph starts out rising slowly in the 2nd row 1st column, then dips heavily down to the 4th row in the 1st column, then rises up rapidly to the first row of the second column, then dips down to the 2nd row of the 2nd column, then rises to the first row of the third column, then does a slight wave downward.",64,0.8
64,0,-L9r4FVYGrdkV9glyeXR,26-35,Wed Apr 11 2018 19:40:31 GMT-0400 (EDT),male,1523490031737,6,14,5,1,"This graph starts out rising slowly in the 2nd row 1st column, then dips heavily down to the 4th row in the 1st column, then rises up rapidly to the first row of the second column, then dips down to the 2nd row of the 2nd column, then rises to the first row of the third column, then does a slight wave downward.",66,0.99
65,0,-L9r4FVYGrdkV9glyeXR,26-35,Wed Apr 11 2018 19:40:31 GMT-0400 (EDT),male,1523490031737,6,14,5,1,"This graph starts out rising slowly in the 2nd row 1st column, then dips heavily down to the 4th row in the 1st column, then rises up rapidly to the first row of the second column, then dips down to the 2nd row of the 2nd column, then rises to the first row of the third column, then does a slight wave downward.",65,0.85
66,0,-L9r4FVYGrdkV9glyeXR,26-35,Wed Apr 11 2018 19:40:31 GMT-0400 (EDT),male,1523490031737,6,14,5,1,"This graph starts out rising slowly in the 2nd row 1st column, then dips heavily down to the 4th row in the 1st column, then rises up rapidly to the first row of the second column, then dips down to the 2nd row of the 2nd column, then rises to the first row of the third column, then does a slight wave downward.",66,0.95
67,0,-L9r4FVYGrdkV9glyeXR,26-35,Wed Apr 11 2018 19:40:31 GMT-0400 (EDT),male,1523490031737,6,14,5,1,"This graph starts out rising slowly in the 2nd row 1st column, then dips heavily down to the 4th row in the 1st column, then rises up rapidly to the first row of the second column, then dips down to the 2nd row of the 2nd column, then rises to the first row of the third column, then does a slight wave downward.",66,0.88
68,0,-L9r4FVYGrdkV9glyeXR,26-35,Wed Apr 11 2018 19:40:31 GMT-0400 (EDT),male,1523490031737,6,14,5,1,"This graph starts out rising slowly in the 2nd row 1st column, then dips heavily down to the 4th row in the 1st column, then rises up rapidly to the first row of the second column, then dips down to the 2nd row of the 2nd column, then rises to the first row of the third column, then does a slight wave downward.",66,0.83
69,0,-L9r4FVYGrdkV9glyeXR,26-35,Wed Apr 11 2018 19:40:31 GMT-0400 (EDT),male,1523490031737,6,14,5,1,"This graph starts out rising slowly in the 2nd row 1st column, then dips heavily down to the 4th row in the 1st column, then rises up rapidly to the first row of the second column, then dips down to the 2nd row of the 2nd column, then rises to the first row of the third column, then does a slight wave downward.",66,0.76
70,0,-L9r4FVYGrdkV9glyeXR,26-35,Wed Apr 11 2018 19:40:31 GMT-0400 (EDT),male,1523490031737,6,14,5,1,"This graph starts out rising slowly in the 2nd row 1st column, then dips heavily down to the 4th row in the 1st column, then rises up rapidly to the first row of the second column, then dips down to the 2nd row of the 2nd column, then rises to the first row of the third column, then does a slight wave downward.",66,0.7
71,0,-L9r4FVYGrdkV9glyeXR,26-35,Wed Apr 11 2018 19:40:31 GMT-0400 (EDT),male,1523490031737,6,14,5,1,"This graph starts out rising slowly in the 2nd row 1st column, then dips heavily down to the 4th row in the 1st column, then rises up rapidly to the first row of the second column, then dips down to the 2nd row of the 2nd column, then rises to the first row of the third column, then does a slight wave downward.",67,0.63
72,0,-L9r4FVYGrdkV9glyeXR,26-35,Wed Apr 11 2018 19:40:31 GMT-0400 (EDT),male,1523490031737,6,14,5,1,"This graph starts out rising slowly in the 2nd row 1st column, then dips heavily down to the 4th row in the 1st column, then rises up rapidly to the first row of the second column, then dips down to the 2nd row of the 2nd column, then rises to the first row of the third column, then does a slight wave downward.",66,0.56
73,0,-L9r4FVYGrdkV9glyeXR,26-35,Wed Apr 11 2018 19:40:31 GMT-0400 (EDT),male,1523490031737,6,14,5,1,"This graph starts out rising slowly in the 2nd row 1st column, then dips heavily down to the 4th row in the 1st column, then rises up rapidly to the first row of the second column, then dips down to the 2nd row of the 2nd column, then rises to the first row of the third column, then does a slight wave downward.",67,0.49
