"","id","pid","ae","ran","dw","nlc","nls","nwp","nwr","nwl","nme"
"1",1,16,27.7815302088891,14.0135288380548,3.11981385676844,-0.473195700169803,-1.32256027153985,-1.43170946767881,-0.831112567079838,1.73747991559996,-0.690287922954943
"2",1,9,20.905604984855,12.285046751527,2.5526088067418,0.657486240978901,0.735655051448003,0.160744407182255,1.0533714162382,-0.544623873753253,1.09914395128116
"3",1,22,30.1920572366722,11.9723374751836,3.70845424336723,-0.608666389866083,-1.32768159207732,-0.741711844822535,-0.896739600146505,0.600940791029619,0.616015927084497
"4",1,31,17.9362928843553,12.6972319125674,2.00591055825525,1.0125351599794,0.467384657327562,0.895510496912511,0.664992374660388,0.635493207175601,-2.0479452413006
"5",1,1,46.8274450028888,28.4495282862107,5.17870624252492,1.02989797489269,0.945985081860622,0.1833146488745,1.68869827139022,0.35115085887506,0.830370805951978
"6",1,28,33.781484550427,13.8141074607736,3.96913716538793,-0.611109318030341,-0.845496243168027,1.62205836990924,-0.796248205763172,-1.36638039430175,-0.34809606202985
"7",2,11,17.7849788407806,12.3884002421367,2.19266511012317,0.907076544228612,1.15882369131617,0.74269727489301,0.749311925724964,0.406549840880206,-0.233522894309392
"8",2,17,24.2053855180258,13.1327396210271,2.98360116352837,1.12632576991039,0.0954379030383987,0.64078335184059,1.36350737340401,1.23626809040076,-0.34809606202985
"9",2,37,24.1941093971429,17.3800855365876,3.09478091806641,0.42543921695151,0.794341912725694,0.538988474071532,-0.985019146047263,-0.391875387993128,-0.013343154603122
"10",2,14,25.5146063436828,17.2792383822565,3.11004968299637,-0.7615922750148,-1.10946125595527,1.58212351355622,-0.868723817469939,-1.45596023203993,-0.372538337810208
"11",2,21,37.5113646737181,21.1569579854396,4.47439834251184,1.35291985000198,0.0918790192750719,0.0335519622411262,0.452449035996883,0.354596237249606,2.92795735304794
"12",2,35,16.6307641463022,20.0148721837509,1.90744700550347,0.805714253454341,0.50818161754131,0.808912493597519,0.267810858685266,0.181668643244838,-0.842255115850246
"13",3,32,30.6843716043222,21.5198251871133,3.44635470166064,-1.82648681166057,1.34017051956843,-0.750067335648443,-1.19283808409171,-0.744020080447178,0.898460002768704
