1,1,1,0.1111111111,0
1,1,2,0.1210692264,0.0116330584
1,1,3,0.1638354835,0.0232661168
1,1,4,0.1677902779,0.0348991752
1,1,5,0.2351057379,0.0465322336
1,1,6,0.2315996418,0.058165292
1,1,7,0.314321962,0.0697983504
1,1,8,0.376906501,0.0814314088
1,1,9,0.4123126149,0.0930641604
1,1,10,0.5113014114,0.1046950719
1,1,11,0.5653364304,0.116322303
1,1,12,0.6089049338,0.1279440134
1,1,13,0.6527253053,0.139558363
1,1,14,0.6922079497,0.1511635115
1,1,15,0.6993908525,0.1627576187
1,1,16,0.7327400442,0.1743388445
1,1,17,0.7019095327,0.1859053486
1,1,18,0.7149693561,0.1974552907
1,1,19,0.6616013209,0.2089868308
1,1,20,0.6241289564,0.2204981285
1,1,21,0.5463157306,0.2319873437
1,1,22,0.5445386617,0.2434526361
1,1,23,0.47318072,0.2548921656
1,1,24,0.4519165291,0.2663040918
1,1,25,0.4297334863,0.2776865747
1,1,26,0.353062995,0.289037774
1,1,27,0.3437765278,0.3003558495
1,1,28,0.3490470993,0.311638961
1,1,29,0.3301103555,0.3228852682
1,1,30,0.3492196756,0.334092931
1,1,31,0.3797610052,0.3452601092
1,1,32,0.409654008,0.3563849624
1,1,33,0.4366645211,0.3674656506
1,1,34,0.5174162072,0.3785003335
1,1,35,0.5635033909,0.3894863969
1,1,36,0.6109571918,0.4004181308
1,1,37,0.6141381916,0.4112890511
1,1,38,0.6645071316,0.4220926739
1,1,39,0.6719652236,0.432822515
1,1,40,0.7211261299,0.4434720905
1,1,41,0.7086260133,0.4540349164
1,1,42,0.7006035504,0.4645045086
1,1,43,0.6895027006,0.474874383
1,1,44,0.6559436189,0.4851380558
1,1,45,0.6419416226,0.4952890427
1,1,46,0.59239825,0.5053208599
1,1,47,0.5604903031,0.5152270233
1,1,48,0.4796360041,0.5250010489
1,1,49,0.4126857527,0.5346364526
1,1,50,0.3515984291,0.5441267504
1,1,51,0.3139115104,0.5534654583
1,1,52,0.2577076279,0.5626460923
1,1,53,0.2007229545,0.5716621683
1,1,54,0.1913133518,0.5805072023
1,1,55,0.1685631396,0.5891780758
1,1,56,0.1413585948,0.5976851324
1,1,57,0.1393623075,0.6060420809
1,1,58,0.1846738309,0.6142626305
1,1,59,0.1699950559,0.6223604902
1,1,60,0.1976599595,0.630349369
1,1,61,0.2126642972,0.6382429758
1,1,62,0.2607766863,0.6460550198
1,1,63,0.2800772395,0.6537992099
1,1,64,0.3500219218,0.6614892552
1,1,65,0.3225683075,0.6691388647
1,1,66,0.3690612786,0.6767617474
1,1,67,0.3926295954,0.6843716123
1,1,68,0.3734269909,0.6919821684
1,1,69,0.3572607953,0.6996071248
1,1,70,0.3775921417,0.7072601905
1,1,71,0.3725221317,0.7149550744
1,1,72,0.3310432,0.7227054857
1,1,73,0.3599613802,0.7305251333
1,1,74,0.3550499538,0.7384277263
1,1,75,0.3102174461,0.7464269737
1,1,76,0.3623308053,0.7545365844
1,1,77,0.4001343296,0.7627702675
1,1,78,0.4240244778,0.7711417321
1,1,79,0.5069916697,0.7796646871
1,1,80,0.5773048256,0.7883528416
1,1,81,0.6679819774,0.7972199046
1,1,82,0.752283137,0.8062795851
1,1,83,0.8392708887,0.8155406621
1,1,84,0.9042435097,0.8249921943
1,1,85,0.9562029497,0.8346183105
1,1,86,1,0.8444031394
1,1,87,0.9961753375,0.8543308098
1,1,88,0.998973871,0.8643854503
1,1,89,0.9874532412,0.8745511897
1,1,90,0.9293836696,0.8848121568
1,1,91,0.8660901688,0.8951524802
1,1,92,0.7750445433,0.9055562887
1,1,93,0.6893627739,0.916007711
1,1,94,0.6146186065,0.9264908759
1,1,95,0.546534949,0.936989912
1,1,96,0.4981063256,0.9474915933
1,1,97,0.4222427448,0.9579932747
1,1,98,0.4273640612,0.968494956
1,1,99,0.4034692488,0.9789966373
1,1,100,0.4384275973,0.9894983187
1,1,101,0.4495144544,1
